"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동가자미(장수기름가자미)","미국","2019-05-14","6,690","불검출","불검출","적합"
"2","냉동상어(청상아리)","대만","2019-05-14","16,880","불검출","불검출","적합"
"3","냉동명태(F)","러시아","2019-05-14","23,625","불검출","불검출","적합"
"4","냉동곤이(명태)","러시아","2019-05-14","8,145","불검출","불검출","적합"
"5","냉동명태","러시아","2019-05-14","462,680","불검출","불검출","적합"
"6","냉동명태","러시아","2019-05-14","975,455","불검출","불검출","적합"
"7","냉동어란(명란)","러시아","2019-05-14","4,117","불검출","불검출","적합"
"8","냉동대구(F)","러시아","2019-05-14","5,000","불검출","불검출","적합"
"9","냉동어란(명란)","러시아","2019-05-14","43,953","불검출","불검출","적합"
"합계","","-","-","1,546,545","-","-","-"
