"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"15","혼합제제","오사카부","2019-01-09","54","불검출","불검출","적합"
"16","혼합제제","오카야마현","2018-12-18","135","불검출","불검출","적합"
"17","자당지방산에스테르","시가현","2018-11-26","3,000","불검출","불검출","적합"
"18","혼합제제","오사카부","2018-12-11","120","불검출","불검출","적합"
"19","자당지방산에스테르","시가현","2018-12-12","8,000","불검출","불검출","적합"
"20","복합조미식품","후쿠오카현","2019-01-12","120","불검출","불검출","적합"
"21","두류가공품","시가현","2018-12-13","1,005","불검출","불검출","적합"
"22","복합조미식품","후쿠오카현","2018-12-14","38","불검출","불검출","적합"
"23","복합조미식품","에히메현","2019-01-02","1,000","불검출","불검출","적합"
"24","떡류","미야자키현","2019-01-09","360","불검출","불검출","적합"
"25","떡류","미야자키현","2019-01-08","360","불검출","불검출","적합"
"26","떡류","미야자키현","2019-01-11","360","불검출","불검출","적합"
"27","초콜릿","훗카이도","2018-12-26","68","불검출","불검출","적합"
"28","초콜릿","훗카이도","2018-12-26","68","불검출","불검출","적합"
"29","밀크초콜릿","훗카이도","2018-12-26","135","불검출","불검출","적합"
"30","화이트초콜릿","훗카이도","2018-12-26","140","불검출","불검출","적합"
"31","청주","야마가타현","2018-12-05","162","불검출","불검출","적합"
"32","가공두부","후쿠오카현","2018-12-12","12,060","불검출","불검출","적합"
"33","초콜릿","훗카이도","2018-12-26","68","불검출","불검출","적합"
"34","기타천연착향료","오카야마현","2018-12-21","180","불검출","불검출","적합"
"35","과자","아이치현","2018-12-26","298","불검출","불검출","적합"
"36","소스","시즈오카현","2018-12-14","2,398","불검출","불검출","적합"
"37","소스","시즈오카현","2018-12-13","1,771","불검출","불검출","적합"
"38","소스","시즈오카현","2018-12-14","1,810","불검출","불검출","적합"
"39","혼합제제","오사카부","2019-01-09","200","불검출","불검출","적합"
"40","소스","도치기현","2018-11-08","12,355","불검출","불검출","적합"
"41","밀크초콜릿","오사카부","2018-11-21","150","불검출","불검출","적합"
"42","밀크초콜릿","오사카부","2018-11-16","150","불검출","불검출","적합"
"43","카레(커리)","나가노현","2018-10-25","2,673","불검출","불검출","적합"
"44","카레(커리)","니가타현","2018-10-26","2,882","불검출","불검출","적합"
"45","카레(커리)","니가타현","2018-10-25","4,070","불검출","불검출","적합"
"46","카레(커리)","니가타현","2018-11-21","720","불검출","불검출","적합"
"47","카레(커리)","니가타현","2018-10-24","3,278","불검출","불검출","적합"
"48","과자","니가타현","2018-12-21","1,326","불검출","불검출","적합"
"49","카레(커리)","니가타현","2018-11-21","720","불검출","불검출","적합"
