"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활장어(먹장어)","나가사키현","2018-06-07","893","불검출","불검출","적합"
"2","냉장명태","홋카이도","2018-06-07","1,300","불검출","불검출","적합"
"3","냉동큰실말","오키나와현","2018-06-07","270","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2018-06-07","2,657","불검출","불검출","적합"
"5","활가리비","홋카이도","2018-06-07","7,264","불검출","불검출","적합"
"6","냉장대구","홋카이도","2018-06-07","1,179","불검출","불검출","적합"
"7","활돔(벵에돔)","사가현","2018-06-07","1,493","불검출","불검출","적합"
"8","냉장갈치","후쿠오카현","2018-06-07","225","불검출","불검출","적합"
"9","냉장명태","홋카이도","2018-06-07","3,900","불검출","불검출","적합"
"10","냉장갈치","오이타현","2018-06-07","735","불검출","불검출","적합"
"11","냉장갈치","와카야마현","2018-06-07","376","불검출","불검출","적합"
"12","활복어(자주복)","에히메현","2018-06-07","1,316","불검출","불검출","적합"
"13","냉장명태","홋카이도","2018-06-07","2,600","불검출","불검출","적합"
"14","냉장대구","홋카이도","2018-06-07","1,070","불검출","불검출","적합"
"15","냉동새우살","도야마현","2018-06-07","120","불검출","불검출","적합"
"16","냉장갈치","후쿠오카현","2018-06-07","245","불검출","불검출","적합"
"17","활돔(돌돔)","나가사키현","2018-06-07","1,149","불검출","불검출","적합"
"18","냉장대구","홋카이도","2018-06-07","1,182","불검출","불검출","적합"
"19","냉장고등어","후쿠오카현","2018-06-07","368","불검출","불검출","적합"
"20","냉동다랑어(눈다랑어,목살)","인도양","2018-06-07","204","불검출","불검출","적합"
