"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","18건","-","-","2,582,201","-","-","-"
"1","마른해삼(자숙)","필리핀","2014-12-5","170","불검출","불검출","적합"
"2","냉동꽁치","대만","2014-12-5","85,500","불검출","불검출","적합"
"3","냉동꽁치","대만","2014-12-5","245,829","불검출","불검출","적합"
"4","냉동꽁치","대만","2014-12-5","184,682","불검출","불검출","적합"
"5","냉동꽁치","대만","2014-12-5","178,835","불검출","불검출","적합"
"6","냉동대구(머리)","러시아","2014-12-5","11,310","불검출","불검출","적합"
"7","냉동꽁치","대만","2014-12-5","108,323","불검출","불검출","적합"
"8","냉동꽁치","대만","2014-12-5","558,832","불검출","불검출","적합"
"9","냉동가자미(첨치가자미,F) 미국","","2014-12-5","24,000","불검출","불검출","적합"
"10","냉동대구(목살)","러시아","2014-12-5","10,100","불검출","불검출","적합"
"11","냉동상어(청상아리)","대만","2014-12-5","3,023","불검출","불검출","적합"
"12","냉동꽁치","대만","2014-12-5","821,888","불검출","불검출","적합"
"13","냉동꽁치","바누아투","2014-12-5","104,301","불검출","불검출","적합"
"14","냉동꽁치","대만","2014-12-5","48,233","불검출","불검출","적합"
"15","냉동꽁치","대만","2014-12-5","107,571","불검출","불검출","적합"
"16","냉동고등어","중국","2014-12-5","48,000","불검출","불검출","적합"
"17","냉동명태(F)","러시아","2014-12-5","19,404","불검출","불검출","적합"
"18","냉동가자미(까지가자미) 미국","","2014-12-5","22,200","불검출","불검출","적합"
