"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","754,423.07","-","-","-"
"1","활방어","에히메현","2017-01-25","35,709","불검출","불검출","적합"
"2","활우렁쉥이","홋카이도","2017-01-25","15,684","불검출","불검출","적합"
"3","활우렁쉥이","홋카이도","2017-01-25","8,626","불검출","불검출","적합"
"4","활우렁쉥이","홋카이도","2017-01-25","7,058","불검출","불검출","적합"
"5","냉장병어","와카야마현","2017-01-25","3,705","불검출","불검출","적합"
"6","냉장가오리","에히메현","2017-01-25","402","불검출","불검출","적합"
"7","냉동다랑어
(눈다랑어,F,횟감)","대서양","2017-01-25","3,306","불검출","불검출","적합"
"8","활꼬막","후쿠오카현","2017-01-25","7,125","불검출","불검출","적합"
"9","냉동다랑어
(눈다랑어,목살)","대서양","2017-01-25","1,278","불검출","불검출","적합"
"10","냉장갈치","후쿠오카현","2017-01-25","22,114.19","불검출","불검출","적합"
"11","냉장돔(황돔)","후쿠오카현","2017-01-25","4,193.89","불검출","불검출","적합"
"12","활가리비","홋카이도","2017-01-25","44,863","불검출","불검출","적합"
"13","활해삼","효고현","2017-01-25","832","불검출","불검출","적합"
"14","활돔(돌돔)","시즈오카현","2017-01-25","6,545","불검출","불검출","적합"
"15","활우렁쉥이","홋카이도","2017-01-25","10,795","불검출","불검출","적합"
"16","활우렁쉥이","홋카이도","2017-01-25","10,059","불검출","불검출","적합"
