"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","활우렁쉥이","홋카이도","2017-01-25","20,854","불검출","불검출","적합"
"18","활장어(먹장어)","나가사키현","2017-01-25","13,980","불검출","불검출","적합"
"19","활가리비","홋카이도","2017-01-25","36,428","불검출","불검출","적합"
"20","활가리비","홋카이도","2017-01-25","12,080","불검출","불검출","적합"
"21","활가리비","홋카이도","2017-01-25","22,364","불검출","불검출","적합"
"22","활가리비","홋카이도","2017-01-25","16,141","불검출","불검출","적합"
"23","냉장홍어","홋카이도","2017-01-25","48,051","불검출","불검출","적합"
"24","냉장대구","홋카이도","2017-01-25","3,841","불검출","불검출","적합"
"25","냉장명태","홋카이도","2017-01-25","8,213","불검출","불검출","적합"
"26","냉장갈치","오이타현","2017-01-25","10,056","불검출","불검출","적합"
"27","냉장갈치","히로시마현","2017-01-25","17,766","불검출","불검출","적합"
"28","냉장명태","홋카이도","2017-01-25","5,539","불검출","불검출","적합"
"29","냉장명태","홋카이도","2017-01-25","10,124","불검출","불검출","적합"
"30","냉장명태","홋카이도","2017-01-25","5,539","불검출","불검출","적합"
"31","냉장홍어","홋카이도","2017-01-25","752","불검출","불검출","적합"
"32","냉장명태","홋카이도","2017-01-25","8,091","불검출","불검출","적합"
"33","냉장명태","홋카이도","2017-01-25","8,219","불검출","불검출","적합"
"34","냉장대구","홋카이도","2017-01-25","7,370","불검출","불검출","적합"
