"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장가오리","에히메현","2017-01-23","430","불검출","불검출","적합"
"18","냉장돔(황돔)","나가사키현","2017-01-23","1,768","불검출","불검출","적합"
"19","냉장준치","구마모토현","2017-01-23","294","불검출","불검출","적합"
"20","냉장갈치","와카야마현","2017-01-23","232","불검출","불검출","적합"
"21","냉장홍어","홋카이도","2017-01-23","3,882","불검출","불검출","적합"
"22","냉장갈치","후쿠오카현","2017-01-23","1,635","불검출","불검출","적합"
"23","냉장명태","홋카이도","2017-01-23","1,694","불검출","불검출","적합"
"24","냉장갈치","와카야마현","2017-01-23","288","불검출","불검출","적합"
"25","냉장갈치","오이타현","2017-01-23","160","불검출","불검출","적합"
"26","냉장갈치","후쿠오카현","2017-01-23","632","불검출","불검출","적합"
"27","냉장갈치","와카야마현","2017-01-23","464","불검출","불검출","적합"
"28","냉장돔(참돔)","야마구치현","2017-01-23","90","불검출","불검출","적합"
"29","냉장돔(황돔)","나가사키현","2017-01-23","1,384","불검출","불검출","적합"
"30","냉장가오리","에히메현","2017-01-23","1,220","불검출","불검출","적합"
"31","냉장갈치","오이타현","2017-01-23","730","불검출","불검출","적합"
"32","냉장돔(참돔)","나가사키현","2017-01-23","944","불검출","불검출","적합"
"33","냉장갈치","야마구치현","2017-01-23","270","불검출","불검출","적합"
"34","냉장돔(참돔)","야마구치현","2017-01-23","1,685","불검출","불검출","적합"
