"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"13","혼합제제","사이타마현","2016-12-21","40","불검출","불검출","적합"
"14","과자(쿠키)","나가노현","2017-01-11","572","불검출","불검출","적합"
"15","빵류(그외 빵류)","나가노현","2017-01-11","385","불검출","불검출","적합"
"16","즉석조리식품","가나가와현","2016-12-29","2,734","불검출","불검출","적합"
"17","당류가공품","오카야마현","2016-12-13","16,000","불검출","불검출","적합"
"18","캔디류(사탕)","오사카부","2016-11-28","264","불검출","불검출","적합"
"19","기타건포류","히로시마현","2017-01-11","200","불검출","불검출","적합"
"20","혼합제제","시즈오카현","2016-12-16","260","불검출","불검출","적합"
"21","혼합제제","이바라키현","2016-11-11","340","불검출","불검출","적합"
"22","과자(스낵과자)","니가타현","2016-12-16","1,020","불검출","불검출","적합"
"23","빵류(그외 빵류)","나가노현","2017-01-11","494","불검출","불검출","적합"
"24","당절임","이바라키현","2017-01-05","40","불검출","불검출","적합"
"25","혼합제제","사이타마현","2016-12-26","612","불검출","불검출","적합"
"26","혼합제제","이바라키현","2016-12-22","15","불검출","불검출","적합"
"27","청주","지바현","2016-12-01","86","불검출","불검출","적합"
"28","청주","지바현","2016-12-01","130","불검출","불검출","적합"
"29","즉석조리식품","가나가와현","2016-12-29","5,146","불검출","불검출","적합"
"30","과자(스낵과자)","아이치현","2017-01-09","1,058","불검출","불검출","적합"
"31","혼합제제","와카야마현","2016-12-19","90","불검출","불검출","적합"
"32","혼합제제","사이타마현","2016-12-28","15","불검출","불검출","적합"
"33","볶은커피","미에현","2016-11-27","336","불검출","불검출","적합"
"34","헤마토코쿠스추출
물(원료성)","도야마현","2016-04-12","16","불검출","불검출","적합"
"35","기타천연착향료","사이타마현","2016-12-19","36","불검출","불검출","적합"
"36","소스류","히로시마현","2016-12-12","1,284","불검출","불검출","적합"
"37","캔디류(사탕)","오사카부","2016-12-01","528","불검출","불검출","적합"
"38","장류절임","미야자키현","2017-01-08","38","불검출","불검출","적합"
"39","청주","지바현","2016-12-01","190","불검출","불검출","적합"
"40","청주","효고현","2016-12-19","24,000","불검출","불검출","적합"
"41","볶은커피","미에현","2016-12-16","154","불검출","불검출","적합"
"42","과자(쿠키)","나가노현","2017-01-11","630","불검출","불검출","적합"
"43","청주","지바현","2016-12-01","209","불검출","불검출","적합"
"44","캔디류(사탕)","오사카부","2016-12-06","370","불검출","불검출","적합"
"45","위스키","오사카부","2016-12-20","5,544","불검출","불검출","적합"
"46","청주","사가현","2016-12-02","130","불검출","불검출","적합"
