"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"2","냉동꽁치","대만","2017-05-17","45,284","불검출","불검출","적합"
"3","냉동가자미(각시가자미)","러시아","2017-05-17","22,050","불검출","불검출","적합"
"4","냉동곤이(명태)","러시아","2017-05-17","1,800","불검출","불검출","적합"
"5","활자라","인도네시아","2017-05-17","420","불검출","불검출","적합"
"6","냉동가자미(각시가자미)","러시아","2017-05-17","22,000","불검출","불검출","적합"
"7","냉동가자미(검정가자미)","러시아","2017-05-17","10,499","불검출","불검출","적합"
"8","냉동곤이(명태)","러시아","2017-05-17","135","불검출","불검출","적합"
"9","냉동가자미(검정가자미)","러시아","2017-05-17","129","불검출","불검출","적합"
"10","냉동명태(F)","러시아","2017-05-17","22,280","불검출","불검출","적합"
"11","냉동명태(F)","러시아","2017-05-17","5,880","불검출","불검출","적합"
"12","냉동가자미(첨치가자미,F)","미국","2017-05-17","9,000","불검출","불검출","적합"
"합계","","-","-","146,497","-","-","-"
