"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장홍어","홋카이도","2019-05-21","11,968","불검출","불검출","적합"
"2","활가리비","홋카이도","2019-05-21","6,825","불검출","불검출","적합"
"3","마른해삼","홋카이도","2019-05-21","160","불검출","불검출","적합"
"4","활가리비","홋카이도","2019-05-21","6,867","불검출","불검출","적합"
"5","활가리비","홋카이도","2019-05-21","6,964","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2019-05-21","2,650","불검출","불검출","적합"
"7","냉동새치(황새치,F,횟감)","대서양","2019-05-21","1,372","불검출","불검출","적합"
"8","활돔(돌돔)","미에현","2019-05-21","397","불검출","불검출","적합"
"9","냉장갈치","후쿠오카현","2019-05-21","888","불검출","불검출","적합"
"10","냉장갈치","와카야마현","2019-05-21","2,800","불검출","불검출","적합"
"11","냉장명태","홋카이도","2019-05-21","1,300","불검출","불검출","적합"
"12","활장어(먹장어)","후쿠오카현","2019-05-21","3,393","불검출","불검출","적합"
"13","냉장준치","후쿠오카현","2019-05-21","806","불검출","불검출","적합"
"14","활돔(돌돔)","나가사키현","2019-05-21","1,188","불검출","불검출","적합"
"15","냉장갈치","와카야마현","2019-05-21","856","불검출","불검출","적합"
"16","활돔(돌돔)","나가사키현","2019-05-21","1,330","불검출","불검출","적합"
"17","냉장홍어","홋카이도","2019-05-21","7,036","불검출","불검출","적합"
"합계","","-","-","56,800","-","-","-"
