"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동갈치","야마구치현","2019-05-20","10,590","불검출","불검출","적합"
"2","냉장명태","홋카이도","2019-05-20","1,950","불검출","불검출","적합"
"3","냉장명태","홋카이도","2019-05-20","1,300","불검출","불검출","적합"
"4","활가리비","홋카이도","2019-05-20","6,914","불검출","불검출","적합"
"5","활가리비","홋카이도","2019-05-20","7,226","불검출","불검출","적합"
"6","냉장갈치","오이타현","2019-05-20","205","불검출","불검출","적합"
"7","냉장명태","홋카이도","2019-05-20","1,950","불검출","불검출","적합"
"8","활가리비","홋카이도","2019-05-20","6,985","불검출","불검출","적합"
"9","냉장명태","홋카이도","2019-05-20","650","불검출","불검출","적합"
"10","냉장명태","홋카이도","2019-05-20","1,950","불검출","불검출","적합"
"11","냉장돔(황돔)","야마구치현","2019-05-20","90","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2019-05-20","5,826","불검출","불검출","적합"
"13","냉장명태","홋카이도","2019-05-20","1,300","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2019-05-20","3,119","불검출","불검출","적합"
"15","냉장명태","홋카이도","2019-05-20","1,300","불검출","불검출","적합"
"16","냉장명태","홋카이도","2019-05-20","1,300","불검출","불검출","적합"
"합계","","-","-","52,655","-","-","-"
