"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활돔(돌돔)","미야자키현","2019-03-26","423","불검출","불검출","적합"
"2","냉장명태","홋카이도","2019-03-26","5,200","불검출","불검출","적합"
"3","활돔(돌돔)","미야자키현","2019-03-26","777","불검출","불검출","적합"
"4","활방어","에히메현","2019-03-26","2,438","불검출","불검출","적합"
"5","냉장갈치","후쿠오카현","2019-03-26","330","불검출","불검출","적합"
"6","활장어(먹장어)","가나가와현","2019-03-26","2,179","불검출","불검출","적합"
"7","활장어(먹장어)","나가사키현","2019-03-26","1,976","불검출","불검출","적합"
"8","냉장갈치","효고현","2019-03-26","56","불검출","불검출","적합"
"9","냉장돔(황돔)","야마구치현","2019-03-26","190","불검출","불검출","적합"
"10","활전갱이(흑점줄전갱이)","에히메현","2019-03-26","950","불검출","불검출","적합"
"11","활가리비","홋카이도","2019-03-26","7,054","불검출","불검출","적합"
"12","냉장대구","홋카이도","2019-03-26","3,984","불검출","불검출","적합"
"13","냉장명태","홋카이도","2019-03-26","351","불검출","불검출","적합"
"14","냉장준치","효고현","2019-03-26","744","불검출","불검출","적합"
"15","활전갱이(흑점줄전갱이)","에히메현","2019-03-26","911","불검출","불검출","적합"
"16","활돔(참돔)","에히메현","2019-03-26","7,896","불검출","불검출","적합"
"17","활돔(참돔)","에히메현","2019-03-26","2,850","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2019-03-26","5,986","불검출","불검출","적합"
"19","냉장홍어","야마구치현","2019-03-26","290","불검출","불검출","적합"
"20","활돔(참돔)","에히메현","2019-03-26","7,775","불검출","불검출","적합"
