"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활게(참게)","후쿠오카현","2019-03-27","421","불검출","불검출","적합"
"2","냉장명태","홋카이도","2019-03-27","2,600","불검출","불검출","적합"
"3","냉장명태","홋카이도","2019-03-27","1,885","불검출","불검출","적합"
"4","냉장명태","홋카이도","2019-03-27","1,950","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2019-03-27","6,791","불검출","불검출","적합"
"6","활돔(참돔)","에히메현","2019-03-27","3,335","불검출","불검출","적합"
"7","냉장명태","홋카이도","2019-03-27","2,600","불검출","불검출","적합"
"8","냉장명태","홋카이도","2019-03-27","1,950","불검출","불검출","적합"
"9","활전갱이(흑점줄전갱이)","에히메현","2019-03-27","947","불검출","불검출","적합"
"10","활해삼","나가사키현","2019-03-27","118","불검출","불검출","적합"
"11","활전갱이(흑점줄전갱이)","에히메현","2019-03-27","746","불검출","불검출","적합"
"12","냉장명태","홋카이도","2019-03-27","3,120","불검출","불검출","적합"
"13","활장어(먹장어)","야마구치현","2019-03-27","1,557","불검출","불검출","적합"
"14","활가리비","홋카이도","2019-03-27","11,951","불검출","불검출","적합"
"15","활가리비","홋카이도","2019-03-27","6,968","불검출","불검출","적합"
"16","활돔(돌돔)","나가사키현","2019-03-27","263","불검출","불검출","적합"
"17","냉장갈치","후쿠오카현","2019-03-27","665","불검출","불검출","적합"
"18","냉장명태","홋카이도","2019-03-27","1,300","불검출","불검출","적합"
"19","활가리비","홋카이도","2019-03-27","7,500","불검출","불검출","적합"
"20","활가리비","홋카이도","2019-03-27","7,146","불검출","불검출","적합"
