"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 116건","","","","737,006","","",""
"1","캔디류(캐러멜)","나라현","2017-07-19","726","불검출","불검출","적합"
"2","소스류","에히메현","2017-06-28","3,600","불검출","불검출","적합"
"3","복합조미식품","후쿠오카현","2017-07-31","570","불검출","불검출","적합"
"4","소스류","후쿠오카현","2017-06-23","2,000","불검출","불검출","적합"
"5","이노시톨","와카야마현","2017-06-24","1,000","불검출","불검출","적합"
"6","기타가공품","시가현","2017-06-23","609","불검출","불검출","적합"
"7","자당지방산에스테르","미에현","2017-04-10","2,880","불검출","불검출","적합"
"8","자당지방산에스테르","미에현","2017-04-29","2,880","불검출","불검출","적합"
"9","수산물가공품","후쿠시마현","2017-07-06","1,320","불검출","불검출","적합"
"10","수산물가공품","후쿠시마현","2017-07-01","800","불검출","불검출","적합"
"11","수산물가공품","후쿠시마현","2017-07-04","360","불검출","불검출","적합"
"12","수산물가공품","후쿠시마현","2017-07-11","360","불검출","불검출","적합"
"13","맥주","후쿠오카현","2017-06-27","474,974","불검출","불검출","적합"
