"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동다랑어(눈다랑어,F,횟감)","태평양","2017-08-16","652","불검출","불검출","적합"
"2","활가리비","홋카이도","2017-08-16","6,920","불검출","불검출","적합"
"3","활가리비","홋카이도","2017-08-16","14,077","불검출","불검출","적합"
"4","냉동다랑어(눈다랑어,F,횟감)","대서양","2017-08-16","442","불검출","불검출","적합"
"5","활장어(먹장어)","후쿠오카현","2017-08-16","2,635","불검출","불검출","적합"
"6","냉동다랑어(눈다랑어,F,횟감)","태평양","2017-08-16","553","불검출","불검출","적합"
"7","냉장명태","홋카이도","2017-08-16","2,520","불검출","불검출","적합"
"8","활돔(참돔)","나가사키현","2017-08-16","3,354","불검출","불검출","적합"
"9","활농어","에히메현","2017-08-16","484","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2017-08-16","183","불검출","불검출","적합"
"11","활돔(참돔)","나가사키현","2017-08-16","5,991","불검출","불검출","적합"
"12","활가리비","홋카이도","2017-08-16","7,263","불검출","불검출","적합"
"13","활돔(참돔)","에히메현","2017-08-16","8,701","불검출","불검출","적합"
"14","냉동다랑어(눈다랑어,F,횟감)","태평양","2017-08-16","6,000","불검출","불검출","적합"
"15","냉동다랑어(눈다랑어,F,횟감)","대서양","2017-08-16","736","불검출","불검출","적합"
"16","냉장돔(황돔)","후쿠오카현","2017-08-16","484","불검출","불검출","적합"
"17","냉동가리비(외투막)","홋카이도","2017-08-16","5,000","불검출","불검출","적합"
"18","활가리비","홋카이도","2017-08-16","6,934","불검출","불검출","적합"
"19","냉장명태","홋카이도","2017-08-16","1,188","불검출","불검출","적합"
"20","냉동다랑어(눈다랑어,F,횟감)","태평양","2017-08-16","405","불검출","불검출","적합"
