"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","활가리비","홋카이도","2015-12-22","7,500","불검출","불검출","적합"
"17","활우렁쉥이","홋카이도","2015-12-22","9,490","불검출","불검출","적합"
"18","활가리비","홋카이도","2015-12-22","7,500","불검출","불검출","적합"
"19","활가리비","홋카이도","2015-12-22","6,000","불검출","불검출","적합"
"20","활가리비","홋카이도","2015-12-22","7,000","불검출","불검출","적합"
"21","냉동다랑어
(
눈다랑어 횟감
,F,
)","인도양","2015-12-22","2,800","불검출","불검출","적합"
"22","활우렁쉥이","홋카이도","2015-12-22","7,750","불검출","불검출","적합"
"23","활가리비","홋카이도","2015-12-22","7,450","불검출","불검출","적합"
"24","냉동다랑어
(
남방참다랑어 횟감
,F,
)","인도양","2015-12-22","908","불검출","불검출","적합"
"25","냉장명태","홋카이도","2015-12-22","8,372","불검출","불검출","적합"
"26","냉장갈치","오이타현","2015-12-22","160","불검출","불검출","적합"
"27","냉장돔 참돔(
)","후쿠오카현","2015-12-22","295","불검출","불검출","적합"
"28","냉장홍어","홋카이도","2015-12-22","2,622","불검출","불검출","적합"
"29","냉장명태","홋카이도","2015-12-22","4,000","불검출","불검출","적합"
"30","냉장명태","홋카이도","2015-12-22","4,000","불검출","불검출","적합"
"31","냉장갈치","오이타현","2015-12-22","755","불검출","불검출","적합"
"32","냉장갈치","효고현","2015-12-22","528","불검출","불검출","적합"
"33","냉장갈치","와카야마현","2015-12-22","5,262","불검출","불검출","적합"
"34","냉장돔 황돔(
)","야마구치현","2015-12-22","245","불검출","불검출","적합"
