"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","냉장돔 황돔(
)","야마구치현","2015-12-23","150","불검출","불검출","적합"
"17","냉장홍어","야마구치현","2015-12-23","250","불검출","불검출","적합"
"18","냉장갈치","와카야마현","2015-12-23","1,088","불검출","불검출","적합"
"19","활우렁쉥이","홋카이도","2015-12-23","8,712","불검출","불검출","적합"
"20","활우렁쉥이","홋카이도","2015-12-23","8,810","불검출","불검출","적합"
"21","활우렁쉥이","홋카이도","2015-12-23","9,160","불검출","불검출","적합"
"22","활우렁쉥이","홋카이도","2015-12-23","8,704","불검출","불검출","적합"
"23","냉장병어","와카야마현","2015-12-23","504","불검출","불검출","적합"
"24","냉장갈치","오이타현","2015-12-23","1,885","불검출","불검출","적합"
"25","냉장갈치","야마구치현","2015-12-23","1,540","불검출","불검출","적합"
"26","냉장돔 황돔(
)","야마구치현","2015-12-23","290","불검출","불검출","적합"
"27","냉장가오리","야마구치현","2015-12-23","150","불검출","불검출","적합"
"28","냉장갈치","와카야마현","2015-12-23","824","불검출","불검출","적합"
"29","냉장병어","와카야마현","2015-12-23","790","불검출","불검출","적합"
"30","활우렁쉥이","홋카이도","2015-12-23","8,957","불검출","불검출","적합"
"31","냉장명태","홋카이도","2015-12-23","1,884","불검출","불검출","적합"
"32","냉장명태","홋카이도","2015-12-23","2,000","불검출","불검출","적합"
"33","활우렁쉥이","홋카이도","2015-12-23","7,283","불검출","불검출","적합"
"34","냉장준치","구마모토현","2015-12-23","357","불검출","불검출","적합"
