"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"35","냉장갈치","에히메현","2015-12-23","692","불검출","불검출","적합"
"36","냉장갈치","와카야마현","2015-12-23","120","불검출","불검출","적합"
"37","냉장명태","홋카이도","2015-12-23","4,100","불검출","불검출","적합"
"38","냉장명태","홋카이도","2015-12-23","4,100","불검출","불검출","적합"
"39","냉장갈치","오이타현","2015-12-23","2,145","불검출","불검출","적합"
"40","냉장명태","홋카이도","2015-12-23","8,960","불검출","불검출","적합"
"41","냉장갈치","와카야마현","2015-12-23","4,683","불검출","불검출","적합"
"42","냉장병어","와카야마현","2015-12-23","2,150","불검출","불검출","적합"
"43","냉장홍어","홋카이도","2015-12-23","5,177","불검출","불검출","적합"
"44","냉장명태","홋카이도","2015-12-23","2,390","불검출","불검출","적합"
"45","냉장홍어","홋카이도","2015-12-23","3,938","불검출","불검출","적합"
"46","냉장명태","홋카이도","2015-12-23","5,000","불검출","불검출","적합"
"47","냉장갈치","오이타현","2015-12-23","845","불검출","불검출","적합"
"48","냉장돔 황돔(
)","야마구치현","2015-12-23","215","불검출","불검출","적합"
"49","냉장돔 황돔(
)","후쿠오카현","2015-12-23","15","불검출","불검출","적합"
"50","냉장돔 황돔(
)","나가사키현","2015-12-23","200","불검출","불검출","적합"
"51","냉장갈치","에히메현","2015-12-23","1,736","불검출","불검출","적합"
"52","냉동해삼","홋카이도","2015-12-23","14,245","불검출","불검출","적합"
