"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"15","냉장명태","홋카이도","2015-12-24","12,620","불검출","불검출","적합"
"16","냉장홍어","홋카이도","2015-12-24","2,203","불검출","불검출","적합"
"17","냉장명태","홋카이도","2015-12-24","3,228","불검출","불검출","적합"
"18","냉장명태","홋카이도","2015-12-24","4,500","불검출","불검출","적합"
"19","냉장홍어","야마구치현","2015-12-24","320","불검출","불검출","적합"
"20","냉장명태","홋카이도","2015-12-24","10,362","불검출","불검출","적합"
"21","냉장갈치","와카야마현","2015-12-24","13,060","불검출","불검출","적합"
"22","냉장병어","와카야마현","2015-12-24","260","불검출","불검출","적합"
"23","냉장홍어","홋카이도","2015-12-24","918","불검출","불검출","적합"
"24","냉장갈치","오이타현","2015-12-24","2,450","불검출","불검출","적합"
"25","냉장돔 황돔(
)","오이타현","2015-12-24","290","불검출","불검출","적합"
"26","냉장갈치","오이타현","2015-12-24","150","불검출","불검출","적합"
"27","냉장명태","홋카이도","2015-12-24","8,300","불검출","불검출","적합"
"28","냉장명태","홋카이도","2015-12-24","8,300","불검출","불검출","적합"
"29","냉장갈치","에히메현","2015-12-24","354","불검출","불검출","적합"
"30","활장어 먹장어
(
)","나가사키현","2015-12-24","1,802","불검출","불검출","적합"
"31","냉장갈치","효고현","2015-12-24","480","불검출","불검출","적합"
"32","냉장병어","효고현","2015-12-24","80","불검출","불검출","적합"
"33","냉장갈치","오이타현","2015-12-24","1,250","불검출","불검출","적합"
"34","냉장갈치","히로시마현","2015-12-24","740","불검출","불검출","적합"
"35","활장어 먹장어
(
)","나가사키현","2015-12-24","378","불검출","불검출","적합"
