"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"35","냉장홍어","야마구치현","2015-12-22","220","불검출","불검출","적합"
"36","냉장홍어","홋카이도","2015-12-22","4,735","불검출","불검출","적합"
"37","냉장명태","홋카이도","2015-12-22","10,335","불검출","불검출","적합"
"38","활우렁쉥이","홋카이도","2015-12-22","9,249","불검출","불검출","적합"
"39","활우렁쉥이","홋카이도","2015-12-22","8,943","불검출","불검출","적합"
"40","활우렁쉥이","홋카이도","2015-12-22","4,875","불검출","불검출","적합"
"41","활우렁쉥이","홋카이도","2015-12-22","4,910","불검출","불검출","적합"
"42","활가리비","홋카이도","2015-12-22","6,590","불검출","불검출","적합"
"43","냉장명태","홋카이도","2015-12-22","4,860","불검출","불검출","적합"
"44","냉장명태","홋카이도","2015-12-22","5,000","불검출","불검출","적합"
"45","냉장갈치","히로시마현","2015-12-22","160","불검출","불검출","적합"
"46","활우렁쉥이","홋카이도","2015-12-22","4,370","불검출","불검출","적합"
"47","활우렁쉥이","홋카이도","2015-12-22","6,330","불검출","불검출","적합"
"48","활우렁쉥이","홋카이도","2015-12-22","8,678","불검출","불검출","적합"
"49","활우렁쉥이","홋카이도","2015-12-22","3,925","불검출","불검출","적합"
"50","활우렁쉥이","홋카이도","2015-12-22","5,765","불검출","불검출","적합"
"51","냉장홍어","홋카이도","2015-12-22","317","불검출","불검출","적합"
"52","냉장갈치","야마구치현","2015-12-22","1,035","불검출","불검출","적합"
"53","냉장갈치","오이타현","2015-12-22","735","불검출","불검출","적합"
"54","냉장돔 황돔(
)","오이타현","2015-12-22","65","불검출","불검출","적합"
"55","냉장돔 참돔(
)","후쿠오카현","2015-12-22","215","불검출","불검출","적합"
"56","활우렁쉥이","홋카이도","2015-12-22","9,420","불검출","불검출","적합"
