"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","178,217","-","-","-"
"1","활방어","에히메현","2016-12-09","7,174","불검출","불검출","적합"
"2","활장어(먹장어)","나가사키현","2016-12-09","2,274","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2016-12-09","12,990","불검출","불검출","적합"
"4","활방어","에히메현","2016-12-09","8,924","불검출","불검출","적합"
"5","활돔(참돔)","나가사키현","2016-12-09","4,808","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-12-09","7,000","불검출","불검출","적합"
"7","활가리비","홋카이도","2016-12-09","7,800","불검출","불검출","적합"
"8","활우렁쉥이","홋카이도","2016-12-09","9,075","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-12-09","3,600","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-12-09","3,576","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2016-12-09","1,512","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-12-09","2,952","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-12-09","2,500","불검출","불검출","적합"
"14","활우렁쉥이","홋카이도","2016-12-09","9,052","불검출","불검출","적합"
"15","활우렁쉥이","홋카이도","2016-12-09","8,487","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-12-09","3,010","불검출","불검출","적합"
