"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장명태","홋카이도","2016-12-08","3,340","불검출","불검출","적합"
"18","냉장갈치","오이타현","2016-12-08","535","불검출","불검출","적합"
"19","냉장갈치","효고현","2016-12-08","3,160","불검출","불검출","적합"
"20","냉장가오리","야마구치현","2016-12-08","260","불검출","불검출","적합"
"21","냉장홍어","야마구치현","2016-12-08","170","불검출","불검출","적합"
"22","냉장홍어","홋카이도","2016-12-08","464","불검출","불검출","적합"
"23","냉장갈치","야마구치현","2016-12-08","1,035","불검출","불검출","적합"
"24","냉장명태","홋카이도","2016-12-08","4,250","불검출","불검출","적합"
"25","냉장갈치","효고현","2016-12-08","250","불검출","불검출","적합"
"26","냉장명태","홋카이도","2016-12-08","3,000","불검출","불검출","적합"
"27","냉장갈치","에히메현","2016-12-08","592","불검출","불검출","적합"
"28","냉장갈치","후쿠오카현","2016-12-08","1,225","불검출","불검출","적합"
"29","냉장돔(황돔)","후쿠오카현","2016-12-08","780","불검출","불검출","적합"
"30","활우렁쉥이","홋카이도","2016-12-08","7,645","불검출","불검출","적합"
"31","냉동큰실말","오키나와현","2016-12-08","180","불검출","불검출","적합"
"32","활우렁쉥이","홋카이도","2016-12-08","8,399","불검출","불검출","적합"
