"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동명태(F)","러시아","2019-08-19","14,352","불검출","불검출","적합"
"2","냉동명태(F)","러시아","2019-08-19","14,400","불검출","불검출","적합"
"3","냉동명태(F)","러시아","2019-08-19","14,352","불검출","불검출","적합"
"4","냉동가오리","브라질","2019-08-19","23,500","불검출","불검출","적합"
"5","냉동가자미(각시가자미)","러시아","2019-08-19","22,050","불검출","불검출","적합"
"합계","","-","-","88,654","-","-","-"
