"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 109건","","","","168,090","","",""
"1","준초콜릿","사이타마현","2019-04-16","276","불검출","불검출","적합"
"2","초콜릿가공품","오사카부","2019-07-03","3,024","불검출","불검출","적합"
"3","혼합제제","사이타마현","2019-07-22","100","불검출","불검출","적합"
"4","혼합제제","사이타마현","2019-07-12","62","불검출","불검출","적합"
"5","혼합제제","사이타마현","2019-07-22","50","불검출","불검출","적합"
"6","혼합제제","사이타마현","2019-07-16","180","불검출","불검출","적합"
"7","리큐르","아이치현","2019-05-17","360","불검출","불검출","적합"
"8","혼합제제","사이타마현","2019-06-24","108","불검출","불검출","적합"
"9","혼합제제","사이타마현","2019-06-25","630","불검출","불검출","적합"
"10","혼합제제","사이타마현","2019-05-27","100","불검출","불검출","적합"
"11","혼합제제","사이타마현","2019-07-19","200","불검출","불검출","적합"
"12","혼합제제","사이타마현","2019-07-12","150","불검출","불검출","적합"
"13","혼합제제","사이타마현","2019-07-22","1,080","불검출","불검출","적합"
"14","혼합제제","사이타마현","2019-07-22","108","불검출","불검출","적합"
"15","캔디류","미에현","2019-06-28","1,478","불검출","불검출","적합"
