"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:100Bq/kg)","판정"
"50","캔디류","나라현","2019-07-03","288","불검출","불검출","적합"
"51","기타가공품","시즈오카현","2019-04-29","6,075","불검출","불검출","적합"
"52","캔디류","나라현","2019-07-10","559","불검출","불검출","적합"
"53","기타가공품","효고현","2019-01-21","30","불검출","불검출","적합"
"54","과자","이바라키현","2019-07-19","14,950","불검출","불검출","적합"
"55","맥주","후쿠오카현","2019-07-01","20,680","불검출","불검출","적합"
"56","맥주","후쿠오카현","2019-06-27","466,442","불검출","불검출","적합"
"57","초콜릿가공품","이바라키현","2019-07-18","10,800","불검출","불검출","적합"
"58","자당지방산에스테르","시가현","2019-07-01","9,300","불검출","불검출","적합"
"59","혼합제제","시즈오카현","2019-06-28","100","불검출","불검출","적합"
"60","혼합제제","시즈오카현","2019-07-10","50","불검출","불검출","적합"
"61","혼합제제","오카야마현","2019-07-08","210","불검출","불검출","적합"
"62","향신료조제품","도쿄도","2019-07-30","3,960","불검출","불검출","적합"
"63","기타가공품","이바라키현","2019-07-30","3,600","불검출","불검출","적합"
"64","캔디류","오사카부","2019-07-22","264","불검출","불검출","적합"
"65","혼합제제","와카야마현","2019-05-29","65","불검출","불검출","적합"
"66","캔디류","오사카부","2019-07-23","264","불검출","불검출","적합"
"67","캔디류","오사카부","2019-07-22","264","불검출","불검출","적합"
"68","캔디류","오사카부","2019-07-19","264","불검출","불검출","적합"
"69","혼합제제","시가현","2019-08-02","75","불검출","불검출","적합"
"70","소스","히로시마현","2019-07-04","396","불검출","불검출","적합"
"71","발효식초","히로시마현","2019-05-21","771","불검출","불검출","적합"
"72","소스","히로시마현","2019-06-25","991","불검출","불검출","적합"
"73","소스","히로시마현","2019-06-27","5,040","불검출","불검출","적합"
"74","곡류가공품","지바현","2019-05-21","104","불검출","불검출","적합"
"75","곡류가공품","지바현","2019-05-09","53","불검출","불검출","적합"
"76","소스","히로시마현","2019-07-02","2,596","불검출","불검출","적합"
"77","소스","히로시마현","2019-07-11","1,940","불검출","불검출","적합"
"78","복합조미식품","가나가와현","2019-06-02","73,032","불검출","불검출","적합"
"79","과자","기후현","2019-07-10","144","불검출","불검출","적합"
"80","소스","후쿠오카현","2019-07-03","25,224","불검출","불검출","적합"
"81","고형차","교토부","2019-07-17","1,740","불검출","불검출","적합"
"82","유탕면","가고시마현","2019-07-02","356","불검출","불검출","적합"
"83","유탕면","가고시마현","2019-05-22","243","불검출","불검출","적합"
"84","숙면","나가사키현","2019-07-23","256","불검출","불검출","적합"
