"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:100Bq/kg)","판정"
"16","건어포","효고현","2019-06-26","10","불검출","불검출","적합"
"17","혼합제제","효고현","2019-06-21","10","불검출","불검출","적합"
"18","혼합제제","효고현","2019-06-21","10","불검출","불검출","적합"
"19","혼합제제","효고현","2019-06-20","17","불검출","불검출","적합"
"20","합성향료","효고현","2019-06-19","10","불검출","불검출","적합"
"21","혼합제제","효고현","2019-06-26","17","불검출","불검출","적합"
"22","합성향료","효고현","2019-06-26","17","불검출","불검출","적합"
"23","합성향료","효고현","2019-06-19","85","불검출","불검출","적합"
"24","혼합제제","효고현","2019-06-21","68","불검출","불검출","적합"
"25","혼합제제","효고현","2019-06-21","68","불검출","불검출","적합"
"26","기타가공품","시즈오카현","2019-03-25","6,075","불검출","불검출","적합"
"27","활성탄","기후현","2019-06-24","500","불검출","불검출","적합"
"28","활성탄","기후현","2019-06-26","800","불검출","불검출","적합"
"29","활성탄","기후현","2019-06-28","300","불검출","불검출","적합"
"30","빵류","나가노현","2019-07-02","637","불검출","불검출","적합"
"31","과자","나가노현","2019-07-02","824","불검출","불검출","적합"
"32","빵류","히로시마현","2019-06-21","1,392","불검출","불검출","적합"
"33","청주","후쿠오카현","2019-06-24","138","불검출","불검출","적합"
"34","액상커피","시가현","2019-06-04","1,728","불검출","불검출","적합"
"35","절임식품","가고시마현","2019-06-27","1,000","불검출","불검출","적합"
"36","청주","후쿠오카현","2019-06-24","518","불검출","불검출","적합"
"37","청주","후쿠오카현","2019-06-24","173","불검출","불검출","적합"
"38","과자","아이치현","2019-06-28","120","불검출","불검출","적합"
"39","향신료조제품","도쿄도","2019-07-02","3,960","불검출","불검출","적합"
"40","절임식품","미야자키현","2019-07-01","560","불검출","불검출","적합"
"41","절임식품","와카야마현","2019-06-29","53","불검출","불검출","적합"
"42","혼합제제","효고현","2019-06-24","150","불검출","불검출","적합"
"43","캔디류","나가사키현","2019-06-12","2,995","불검출","불검출","적합"
"44","난소화성말토덱스
트린 제품","후쿠오카현","2019-05-09","451","불검출","불검출","적합"
"45","조미김","사가현","2019-06-21","7","불검출","불검출","적합"
"46","조미김","사가현","2019-06-21","14","불검출","불검출","적합"
"47","혼합제제","시가현","2019-06-27","25","불검출","불검출","적합"
"48","캔디류","나가사키현","2019-06-13","2,434","불검출","불검출","적합"
"49","캔디류","나가사키현","2019-06-13","2,995","불검출","불검출","적합"
