"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동대구(F)","러시아","2019-07-22","11,210","불검출","불검출","적합"
"2","냉동대구","러시아","2019-07-22","28,165","불검출","불검출","적합"
"3","냉동가자미(각시가자미)","러시아","2019-07-22","44,100","불검출","불검출","적합"
"4","냉동꽁치","대만","2019-07-22","22,280","불검출","불검출","적합"
"5","냉동명태(F)","러시아","2019-07-22","20,344","불검출","불검출","적합"
"6","냉동고둥(피뿔고둥,자숙)","우크라이나","2019-07-22","23,000","불검출","불검출","적합"
"7","냉동명태","러시아","2019-07-22","543,305","불검출","불검출","적합"
"8","냉동명태(F)","러시아","2019-07-22","3,680","불검출","불검출","적합"
"합계","","-","-","696,084","-","-","-"
