"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏) 건수","","중량(㎏)",""
"합계","127","747,229","0","0","93","713,101","1","14","33","34,114"
"9.3","50","619,104","0","0","36","606,984","1","14","13","12,106"
"9.4","77","128,125","0","0","57","106,117","0","0","20","22,008"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
