"수입
검사결과
제조일자","","","","","","",""
"순번
품목명
중량
제조·생산지
세슘
요오드
판정
(유통기한)
(기준:100Bq/kg)
(기준:300Bq/kg)
(kg)","","","","","","",""
"49","금박","이시카와현","2017-06-22","0.136","불검출","불검출","적합"
"50","식초절임","아이치현","2017-06-26","1,800","불검출","불검출","적합"
"51","탄산수소암모늄","도야마현","2017-05-25","18,000","불검출","불검출","적합"
"52","식초절임","아이치현","2017-06-23","1,620","불검출","불검출","적합"
"53","식초절임","아이치현","2017-06-26","900","불검출","불검출","적합"
"54","식초절임","아이치현","2017-06-26","1,260","불검출","불검출","적합"
"55","식초절임","아이치현","2017-06-26","7,200","불검출","불검출","적합"
"56","건어포류","에히메현","2017-06-24","194","불검출","불검출","적합"
"57","청주","교토부","2017-04-20","252","불검출","불검출","적합"
"58","소주","교토부","2017-03-27","210","불검출","불검출","적합"
"59","청주","교토부","2017-01-17","360","불검출","불검출","적합"
"60","청주","이와테현","2017-05-23","432","불검출","불검출","적합"
"61","향신료조제품
(고추냉이가공품)","도쿄도","2017-06-05","3,000","불검출","불검출","적합"
"62","캔디류(젤리)","오카야마현","2017-06-08","678","불검출","불검출","적합"
"63","초콜릿가공품","후쿠오카현","2017-06-13","12,696","불검출","불검출","적합"
