"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏) 건수","","중량(㎏)",""
"합계","449","1,710,033","0","0","379","1,665,653","3","242","67","44,138"
"8.13","57","565,040","0","0","51","563,516","0","0","6","1,524"
"8.14","117","272,595","0","0","85","245,877","1","9","31","26,709"
"8.16","124","297,453","0","0","106","287,856","1","83","17","9,514"
"8.17","151","574,945","0","0","137","568,404","1","150","13","6,391"
"","","","","","","","","","",""
