"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"17","냉장돔 황돔(
)","야마구치현","2016-02-01","281","불검출","불검출","적합"
"18","냉장가오리","야마구치현","2016-02-01","160","불검출","불검출","적합"
"19","냉장돔 황돔(
)","나가사키현","2016-02-01","240","불검출","불검출","적합"
"20","냉장갈치","오이타현","2016-02-01","140","불검출","불검출","적합"
"21","냉장돔 참돔(
)","나가사키현","2016-02-01","808","불검출","불검출","적합"
"22","냉장돔 황돔(
)","나가사키현","2016-02-01","148","불검출","불검출","적합"
"23","냉장가오리","야마구치현","2016-02-01","120","불검출","불검출","적합"
"24","냉장명태","홋카이도","2016-02-01","3,000","불검출","불검출","적합"
"25","냉장갈치","오이타현","2016-02-01","305","불검출","불검출","적합"
"26","냉장갈치","야마구치현","2016-02-01","150","불검출","불검출","적합"
"27","냉장돔 참돔(
)","나가사키현","2016-02-01","1,736","불검출","불검출","적합"
"28","냉장갈치","와카야마현","2016-02-01","128","불검출","불검출","적합"
"29","냉장갈치","효고현","2016-02-01","616","불검출","불검출","적합"
"30","냉장병어","와카야마현","2016-02-01","420","불검출","불검출","적합"
"31","냉장병어","효고현","2016-02-01","20","불검출","불검출","적합"
"32","냉장돔 참돔(
)","야마구치현","2016-02-01","210","불검출","불검출","적합"
"33","냉장돔 황돔(
)","나가사키현","2016-02-01","912","불검출","불검출","적합"
"34","냉장명태","홋카이도","2016-02-01","4,108","불검출","불검출","적합"
