"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건27","-","-","95,125","-","-","-"
"1","냉동방어
(F,
포장횟감
)","오이타현","2016-01-28","5,002","불검출","불검출","적합"
"2","활방어","오이타현","2016-01-28","3,759","불검출","불검출","적합"
"3","활방어","오이타현","2016-01-28","4,847","불검출","불검출","적합"
"4","활문어","홋카이도","2016-01-28","2,300","불검출","불검출","적합"
"5","활문어","홋카이도","2016-01-28","2,240","불검출","불검출","적합"
"6","냉장문어","홋카이도","2016-01-28","960","불검출","불검출","적합"
"7","냉장돔 황돔(
)","야마구치현","2016-01-28","175","불검출","불검출","적합"
"8","활가리비","홋카이도","2016-01-28","7,020","불검출","불검출","적합"
"9","활우렁쉥이","홋카이도","2016-01-28","9,420","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-01-28","2,000","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-01-28","3,000","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2016-01-28","2,793","불검출","불검출","적합"
"13","냉장돔 황돔(
)","야마구치현","2016-01-28","55","불검출","불검출","적합"
"14","냉장민어 수조기
(
)","야마구치현","2016-01-28","42","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-01-28","2,000","불검출","불검출","적합"
"16","냉장명태","홋카이도","2016-01-28","5,105","불검출","불검출","적합"
