"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건47","-","-","116,801","-","-","-"
"1","활방어","에히메현","2016-02-01","5,534","불검출","불검출","적합"
"2","활방어","오이타현","2016-02-01","2,606","불검출","불검출","적합"
"3","활방어","오이타현","2016-02-01","6,842","불검출","불검출","적합"
"4","활방어","오이타현","2016-02-01","2,991","불검출","불검출","적합"
"5","활방어","오이타현","2016-02-01","3,949","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-02-01","6,600","불검출","불검출","적합"
"7","활문어","홋카이도","2016-02-01","3,000","불검출","불검출","적합"
"8","활가리비","홋카이도","2016-02-01","135","불검출","불검출","적합"
"9","냉동상어
(
청상아리
,F)","인도양","2016-02-01","2,458","불검출","불검출","적합"
"10","냉동상어
(
청상아리
,F)","대서양","2016-02-01","1,639","불검출","불검출","적합"
"11","냉동다랑어
(
눈다랑어 목살
,
)","태평양","2016-02-01","1,270","불검출","불검출","적합"
"12","냉동멸치","가고시마현","2016-02-01","24,000","불검출","불검출","적합"
"13","냉동다랑어
(
눈다랑어 횟감
,F,
)","태평양","2016-02-01","569","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-02-01","9,100","불검출","불검출","적합"
"15","냉장명태","홋카이도","2016-02-01","7,000","불검출","불검출","적합"
"16","냉장홍어","홋카이도","2016-02-01","2,925","불검출","불검출","적합"
