"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"17","활꼬막","사가현","2016-02-02","400","불검출","불검출","적합"
"18","활가리비","홋카이도","2016-02-02","7,633","불검출","불검출","적합"
"19","냉장갈치","와카야마현","2016-02-02","6,160","불검출","불검출","적합"
"20","냉장갈치","오이타현","2016-02-02","2,880","불검출","불검출","적합"
"21","냉장병어","와카야마현","2016-02-02","3,260","불검출","불검출","적합"
"22","냉장돔 황돔(
)","야마구치현","2016-02-02","362","불검출","불검출","적합"
"23","냉장가오리","야마구치현","2016-02-02","650","불검출","불검출","적합"
"24","냉장홍어","야마구치현","2016-02-02","590","불검출","불검출","적합"
"25","냉장명태","홋카이도","2016-02-02","7,900","불검출","불검출","적합"
"26","냉장명태","홋카이도","2016-02-02","9,552","불검출","불검출","적합"
"27","냉장홍어","홋카이도","2016-02-02","4,464","불검출","불검출","적합"
"28","활돔 강담돔
(
)","에히메현","2016-02-02","305","불검출","불검출","적합"
"29","활우렁쉥이","홋카이도","2016-02-02","8,870","불검출","불검출","적합"
"30","활가리비","홋카이도","2016-02-02","14,000","불검출","불검출","적합"
"31","활우렁쉥이","홋카이도","2016-02-02","8,890","불검출","불검출","적합"
"32","활해삼","미에현","2016-02-02","478","불검출","불검출","적합"
"33","활해삼","효고현","2016-02-02","367","불검출","불검출","적합"
"34","활해삼","오이타현","2016-02-02","299","불검출","불검출","적합"
