"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:100Bq/kg)","판정"
"224","혼합제제","오사카부","2019-05-20","15","불검출","불검출","적합"
"225","혼합제제","오사카부","2019-05-17","15","불검출","불검출","적합"
"226","기타 주류","히로시마현","2019-04-06","27,048","불검출","불검출","적합"
"227","기타 주류","히로시마현","2019-05-14","45,696","불검출","불검출","적합"
"228","기타 주류","히로시마현","2019-05-14","18,816","불검출","불검출","적합"
"229","기타 주류","히로시마현","2019-04-12","26,880","불검출","불검출","적합"
"230","고추냉이/신선,냉장","도쿄도","2019-05-28","30","불검출","불검출","적합"
"231","가공두부","나가노현","2019-04-10","7,084","불검출","불검출","적합"
"232","가공두부","나가노현","2019-05-10","4,452","불검출","불검출","적합"
"233","과자","니가타현","2019-05-18","48","불검출","불검출","적합"
"234","소스","군마현","2019-04-05","4,000","불검출","불검출","적합"
"235","과자","야마가타현","2019-05-07","5,120","불검출","불검출","적합"
"236","과자","니가타현","2019-05-18","306","불검출","불검출","적합"
"237","과자","니가타현","2019-05-18","720","불검출","불검출","적합"
"238","과자","니가타현","2019-05-18","38","불검출","불검출","적합"
"239","과자","니가타현","2019-05-18","58","불검출","불검출","적합"
"240","과자","사이타마현","2018-12-31","1,449","불검출","불검출","적합"
"241","춘장","이바라키현","2019-04-10","375","불검출","불검출","적합"
"242","가공두부","후쿠오카현","2019-05-09","12,060","불검출","불검출","적합"
"243","화이트초콜릿","훗카이도","2019-05-08","200","불검출","불검출","적합"
"244","밀크초콜릿","훗카이도","2019-05-08","200","불검출","불검출","적합"
"245","볶은커피","시즈오카현","2019-01-16","373","불검출","불검출","적합"
"246","볶은커피","시즈오카현","2019-04-27","267","불검출","불검출","적합"
"247","청주","이바라키현","2019-05-10","104","불검출","불검출","적합"
"248","볶은커피","시즈오카현","2019-03-07","66","불검출","불검출","적합"
"249","볶은커피","시즈오카현","2019-03-03","335","불검출","불검출","적합"
"250","볶은커피","시즈오카현","2019-04-27","451","불검출","불검출","적합"
