"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활바리(능성어)","미에현","2019-06-25","1,226","불검출","불검출","적합"
"2","냉장명태","홋카이도","2019-06-25","2,316","불검출","불검출","적합"
"3","냉장갈치","와카야마현","2019-06-25","949","불검출","불검출","적합"
"4","냉장돔(황돔)","나가사키현","2019-06-25","484","불검출","불검출","적합"
"5","냉동전갱이(F,포장횟감)","나가사키현","2019-06-25","200","불검출","불검출","적합"
"6","활우렁쉥이","홋카이도","2019-06-25","2,982","불검출","불검출","적합"
"7","활돔(참돔)","에히메현","2019-06-25","2,083","불검출","불검출","적합"
"8","냉장명태","홋카이도","2019-06-25","948","불검출","불검출","적합"
"9","냉동고등어(F,포장횟감)","나가사키현","2019-06-25","105","불검출","불검출","적합"
"10","활우렁쉥이","홋카이도","2019-06-25","2,951","불검출","불검출","적합"
"11","활돔(참돔)","에히메현","2019-06-25","8,193","불검출","불검출","적합"
"12","냉장명태","홋카이도","2019-06-25","792","불검출","불검출","적합"
"13","냉장명태","홋카이도","2019-06-25","420","불검출","불검출","적합"
"14","냉장갈치","와카야마현","2019-06-25","1,200","불검출","불검출","적합"
"15","냉동다랑어(눈다랑어,F,횟감)","태평양","2019-06-25","365","불검출","불검출","적합"
"16","활돔(참돔)","에히메현","2019-06-25","11,303","불검출","불검출","적합"
"17","활가리비","홋카이도","2019-06-25","5,789","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2019-06-25","2,617","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2019-06-25","1,567","불검출","불검출","적합"
"20","냉동다랑어(눈다랑어,목살,횟감)","태평양","2019-06-25","480","불검출","불검출","적합"
