"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:100Bq/kg)","판정"
"118","소스","도쿄도","2019-04-19","33","불검출","불검출","적합"
"119","소스","도쿄도","2019-05-16","367","불검출","불검출","적합"
"120","소스","아오모리현","2019-04-24","14","불검출","불검출","적합"
"121","소스","도쿄도","2019-05-09","720","불검출","불검출","적합"
"122","어묵","이시카와현","2019-03-31","1,800","불검출","불검출","적합"
"123","과자","이시카와현","2019-05-21","256","불검출","불검출","적합"
"124","소스","교토부","2019-06-07","720","불검출","불검출","적합"
"125","과자","이시카와현","2019-04-15","576","불검출","불검출","적합"
"126","과자","이시카와현","2019-05-21","192","불검출","불검출","적합"
"127","볶은커피","가나가와현","2019-04-18","24","불검출","불검출","적합"
"128","맥주","오이타현","2019-05-09","132,480","불검출","불검출","적합"
"129","맥주","오이타현","2019-05-10","16,422","불검출","불검출","적합"
"130","맥주","오이타현","2019-05-09","115,920","불검출","불검출","적합"
"131","맥주","오이타현","2019-05-09","16,560","불검출","불검출","적합"
"132","맥주","오이타현","2019-05-01","10,760","불검출","불검출","적합"
"133","맥주","오이타현","2019-04-01","4,000","불검출","불검출","적합"
"134","맥주","오이타현","2019-04-21","6,000","불검출","불검출","적합"
"135","맥주","오이타현","2019-05-01","23,040","불검출","불검출","적합"
"136","볶은커피","가나가와현","2019-04-23","24","불검출","불검출","적합"
"137","볶은커피","시즈오카현","2019-04-13","199","불검출","불검출","적합"
"138","액상커피","시가현","2019-04-07","1,116","불검출","불검출","적합"
"139","액상커피","시가현","2019-05-28","21,600","불검출","불검출","적합"
"140","볶은커피","시즈오카현","2019-04-27","335","불검출","불검출","적합"
"141","볶은커피","시즈오카현","2019-04-09","99","불검출","불검출","적합"
"142","볶은커피","효고현","2019-05-02","151","불검출","불검출","적합"
"143","청주","가가와현","2019-05-13","22","불검출","불검출","적합"
"144","기타 주류","사가현","2019-05-15","205","불검출","불검출","적합"
"145","액상차","후쿠이현","2019-04-03","420","불검출","불검출","적합"
"146","탄산음료","히로시마현","2019-05-23","180","불검출","불검출","적합"
"147","건면","가가와현","2019-04-20","450","불검출","불검출","적합"
"148","곡류가공품","아이치현","2019-04-19","648","불검출","불검출","적합"
"149","탄산음료","히로시마현","2019-05-21","120","불검출","불검출","적합"
"150","탄산음료","히로시마현","2019-05-22","180","불검출","불검출","적합"
"151","탄산음료","히로시마현","2019-05-23","180","불검출","불검출","적합"
"152","복합조미식품","미에현","2019-05-09","69","불검출","불검출","적합"
