"순번","품목명","제조·생산지","유통기한
(포장일자)","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"합계","","","","19,978","","",""
"1","개암(헤즐너트)
/탈각/건조","터키","(2019.6.8.)","5,000","2","불검출","적합"
"2","능이/냉동","중국","(2019.6.1.)","14,494","3","-","적합"
"3","능이/건조","중국","(2019.6.2.)","484","4","-","적합"
