"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","30건","","","129,950","-","-","-"
"1","활방어","에히메현","2014-12-24","4,810","불검출","불검출","적합"
"2","활돌돔","에히메현","2014-12-24","1,691","불검출","불검출","적합"
"3","활가리비","홋카이도","2014-12-24","7,000","불검출","불검출","적합"
"4","냉동눈다랑어(목살)","태평양","2014-12-24","1,523","불검출","불검출","적합"
"5","냉동눈다랑어(F,횟감)","태평양","2014-12-24","992","불검출","불검출","적합"
"6","냉동가리비(외투막)","홋카이도","2014-12-24","18,360","불검출","불검출","적합"
"7","냉장명태","홋카이도","2014-12-24","7,300","불검출","불검출","적합"
"8","활우렁쉥이","홋카이도","2014-12-24","9,545","불검출","불검출","적합"
"9","활우렁쉥이","홋카이도","2014-12-24","9,690","불검출","불검출","적합"
"10","활강담돔","오이타현","2014-12-24","450","불검출","불검출","적합"
"11","냉장명태","홋카이도","2014-12-24","3,000","불검출","불검출","적합"
"12","냉장명태","홋카이도","2014-12-24","13,300","불검출","불검출","적합"
"13","냉장갈치","오이타현","2014-12-24","976","불검출","불검출","적합"
"14","냉장가오리","야마구치현","2014-12-24","470","불검출","불검출","적합"
"15","냉장홍어","홋카이도","2014-12-24","3,064","불검출","불검출","적합"
"16","냉장갈치","오이타현","2014-12-24","1,230","불검출","불검출","적합"
"17","냉장명태","홋카이도","2014-12-24","8,500","불검출","불검출","적합"
"18","냉장명태","홋카이도","2014-12-24","8,500","불검출","불검출","적합"
"19","냉장준치","구마모토현","2014-12-24","168","불검출","불검출","적합"
"20","냉장갈치","에히메현","2014-12-24","504","불검출","불검출","적합"
"21","활우렁쉥이","홋카이도","2014-12-24","17,674","불검출","불검출","적합"
"22","냉장참돔","야마구치현","2014-12-24","185","불검출","불검출","적합"
"23","냉장수조기","야마구치현","2014-12-24","78","불검출","불검출","적합"
"24","냉장수조기","가가와현","2014-12-24","110","불검출","불검출","적합"
"25","냉장가오리","에히메현","2014-12-24","1,610","불검출","불검출","적합"
"26","활꼬막","사가현","2014-12-24","2,000","불검출","불검출","적합"
"27","활새꼬막","사가현","2014-12-24","400","불검출","불검출","적합"
"28","활참게","야마구치현","2014-12-24","860","불검출","불검출","적합"
"29","냉동눈다랑어(목살,횟감)","태평양","2014-12-24","5,560","불검출","불검출","적합"
"30","냉동눈다랑어(턱살)","태평양","2014-12-24","400","불검출","불검출","적합"
