"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","19건","-","-","83,264","-","-","-"
"1","활바리(능성어)","에히메현","2014-12-23","950","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2014-12-23","3,381","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2014-12-23","6,701","불검출","불검출","적합"
"4","활가리비","홋카이도","2014-12-23","11,500","불검출","불검출","적합"
"5","활복어(자주복)","나가사키현","2014-12-23","174","불검출","불검출","적합"
"6","활돔(벵에돔)","나가사키현","2014-12-23","383","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2014-12-23","8,740","불검출","불검출","적합"
"8","냉장명태","홋카이도","2014-12-23","3,520","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2014-12-23","4,478","불검출","불검출","적합"
"10","냉장갈치","오이타현","2014-12-23","280","불검출","불검출","적합"
"11","냉장홍어","야마구치현","2014-12-23","420","불검출","불검출","적합"
"12","냉장갈치","오이타현","2014-12-23","1,090","불검출","불검출","적합"
"13","활돔(벵에돔)","사가현","2014-12-23","1,495","불검출","불검출","적합"
"14","활우렁쉥이","홋카이도","2014-12-23","9,588","불검출","불검출","적합"
"15","활우렁쉥이","홋카이도","2014-12-23","8,760","불검출","불검출","적합"
"16","활가리비","홋카이도","2014-12-23","7,634","불검출","불검출","적합"
"17","활꼬막","후쿠오카현","2014-12-23","1,920","불검출","불검출","적합"
"18","활꼬막(새꼬막)","후쿠오카현","2014-12-23","3,000","불검출","불검출","적합"
"19","냉장명태","홋카이도","2014-12-23","9,250","불검출","불검출","적합"
