"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","14건","-","-","94,643","-","-","-"
"1","냉동새치(황새치)","대서양","2014-12-22","14,658","불검출","불검출","적합"
"2","활방어","에히메현","2014-12-22","1,975","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2014-12-22","2,939","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2014-12-22","16,774","불검출","불검출","적합"
"5","활가리비","홋카이도","2014-12-22","6,700","불검출","불검출","적합"
"6","냉장명태","홋카이도","2014-12-22","4,000","불검출","불검출","적합"
"7","냉장명태","홋카이도","2014-12-22","6,200","불검출","불검출","적합"
"8","활우렁쉥이","홋카이도","2014-12-22","8,950","불검출","불검출","적합"
"9","활우렁쉥이","홋카이도","2014-12-22","8,576","불검출","불검출","적합"
"10","활가리비","홋카이도","2014-12-22","6,721","불검출","불검출","적합"
"11","냉장명태","홋카이도","2014-12-22","4,250","불검출","불검출","적합"
"12","냉장명태","홋카이도","2014-12-22","4,250","불검출","불검출","적합"
"13","냉장명태","홋카이도","2014-12-22","8,500","불검출","불검출","적합"
"14","냉장가오리","야마구치현","2014-12-22","150","불검출","불검출","적합"
