"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"73","혼합제제","와카야마현","2014-12-11","90","불검출","불검출","적합"
"74","혼합제제","효고현","2015-01-14","51","불검출","불검출","적합"
"75","맥주","후쿠오카현","2014-12-23","82,200","불검출","불검출","적합"
"76","식물성크림","오사카부","2014-12-26","2,030","불검출","불검출","적합"
"77","과자(비스킷)","후쿠오카현","2015-01-14","312","불검출","불검출","적합"
"78","식초절임","아이치현","2014-12-19","240","불검출","불검출","적합"
"79","수산물가공품","후쿠시마현","2014-12-23","360","불검출","불검출","적합"
"80","수산물가공품","후쿠시마현","2014-12-13","180","불검출","불검출","적합"
"81","어묵","이시카와현","2014-12-02","240","불검출","불검출","적합"
"82","금박","교토부","2014-12-22","0.12","불검출","불검출","적합"
"83","과자(스낵과자)","후쿠오카현","2015-01-14","360","불검출","불검출","적합"
"84","과자(비스킷)","후쿠오카현","2015-01-13","340","불검출","불검출","적합"
"85","과자(스낵과자)","후쿠오카현","2015-01-14","300","불검출","불검출","적합"
"86","과자(쿠키)","후쿠오카현","2015-01-14","264","불검출","불검출","적합"
"87","과자(스낵과자)","후쿠오카현","2015-01-14","132","불검출","불검출","적합"
"88","과자(비스킷)","후쿠오카현","2015-01-13","280","불검출","불검출","적합"
"89","초콜릿가공품","효고현","2014-09-29","345.6","불검출","불검출","적합"
"90","과자(웨이퍼)","후쿠오카현","2015-01-13","264","불검출","불검출","적합"
"91","과자(웨이퍼)","후쿠오카현","2015-01-13","132","불검출","불검출","적합"
"92","기타가공품","시즈오카현","2014-12-08","900","불검출","불검출","적합"
"93","복합조미식품","효고현","2014-12-25","560","불검출","불검출","적합"
"94","소스류","후쿠오카현","2015-01-06","1,080","불검출","불검출","적합"
"95","혼합제제","도쿄도","2015-01-08","50","불검출","불검출","적합"
