"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"13","떡류","니가타현","2014-12-22","1,050","불검출","불검출","적합"
"14","떡류","니가타현","2014-12-24","741","불검출","불검출","적합"
"15","떡류","니가타현","2014-12-24","1,228.5","불검출","불검출","적합"
"16","떡류","니가타현","2014-12-24","822","불검출","불검출","적합"
"17","떡류","니가타현","2014-12-25","1,228.5","불검출","불검출","적합"
"18","혼합제제","와카야마현","2014-12-19","5","불검출","불검출","적합"
"19","떡류","니가타현","2014-12-22","100.8","불검출","불검출","적합"
"20","농산물조림","니가타현","2014-12-22","96","불검출","불검출","적합"
"21","농산물조림","니가타현","2014-12-22","60","불검출","불검출","적합"
"22","농산물조림","니가타현","2014-12-22","60","불검출","불검출","적합"
"23","과자(스낵과자)","이바라키현","2015-01-05","2,469.6","불검출","불검출","적합"
"24","효모추출물","이바라키현","2014-12-15","500","불검출","불검출","적합"
"25","드레싱","시즈오카현","2014-12-19","240","불검출","불검출","적합"
"26","드레싱","시즈오카현","2014-12-18","108","불검출","불검출","적합"
"27","풀루란","오카야마현","2014-09-25","600","불검출","불검출","적합"
"28","당류가공품","오카야마현","2014-12-06","16,000","불검출","불검출","적합"
"29","초콜릿가공품","이바라키현","2015-01-08","518.4","불검출","불검출","적합"
"30","어묵","시마네현","2014-12-17","500","불검출","불검출","적합"
"31","어묵","미야자키현","2015-01-13","791","불검출","불검출","적합"
"32","어묵","야마구치현","2014-11-19","600","불검출","불검출","적합"
"33","가공두부","후쿠오카현","2015-01-13","300","불검출","불검출","적합"
"34","어묵","사가현","2014-11-01","700","불검출","불검출","적합"
"35","어묵","사가현","2014-11-01","360","불검출","불검출","적합"
"36","어묵","사가현","2015-01-01","300","불검출","불검출","적합"
"37","즉석조리식품","나가노현","2014-11-15","1,382.4","불검출","불검출","적합"
"38","볶은커피","오사카부","2014-12-26","1,382.4","불검출","불검출","적합"
"39","빵류(그외 빵류)","가가와현","2014-12-09","72","불검출","불검출","적합"
"40","빵류(카스텔라)","도쿄도","2014-12-09","57.6","불검출","불검출","적합"
"41","빵류(카스텔라)","도쿄도","2014-12-09","67.2","불검출","불검출","적합"
"42","빵류(카스텔라)","사이타마현","2014-12-09","48","불검출","불검출","적합"
