"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","35건","-","-","77,303","-","-","-"
"1","활가리비","홋카이도","2015-1-29","7,000","불검출","불검출","적합"
"2","활가리비","홋카이도","2015-1-29","7,500","불검출","불검출","적합"
"3","냉동다랑어(남방참다랑어) 인도양","","2015-1-29","3,961","불검출","불검출","적합"
"4","냉동상어(청상아리,F)","태평양","2015-1-29","1,780","불검출","불검출","적합"
"5","냉장돔(참돔)","나가사키현","2015-1-29","288","불검출","불검출","적합"
"6","냉장명태","홋카이도","2015-1-29","5,200","불검출","불검출","적합"
"7","냉장돔(황돔)","나가사키현","2015-1-29","384","불검출","불검출","적합"
"8","냉장돔(황돔)","야마구치현","2015-1-29","225","불검출","불검출","적합"
"9","냉장돔(참돔)","나가사키현","2015-1-29","1,080","불검출","불검출","적합"
"10","냉장돔(참돔)","야마구치현","2015-1-29","810","불검출","불검출","적합"
"11","냉장민어(수조기)","야마구치현","2015-1-29","465","불검출","불검출","적합"
"12","냉장명태","홋카이도","2015-1-29","5,000","불검출","불검출","적합"
"13","냉장돔(황돔)","야마구치현","2015-1-29","205","불검출","불검출","적합"
"14","냉장민어(수조기)","야마구치현","2015-1-29","153","불검출","불검출","적합"
"15","냉장가오리","야마구치현","2015-1-29","824","불검출","불검출","적합"
"16","냉장홍어","야마구치현","2015-1-29","348","불검출","불검출","적합"
"17","냉장명태","홋카이도","2015-1-29","8,500","불검출","불검출","적합"
"18","냉장갈치","와카야마현","2015-1-29","2,655","불검출","불검출","적합"
"19","냉장준치","와카야마현","2015-1-29","1,544","불검출","불검출","적합"
"20","냉장명태","홋카이도","2015-1-29","4,270","불검출","불검출","적합"
"21","냉장명태","홋카이도","2015-1-29","4,230","불검출","불검출","적합"
"22","활꼬막","사가현","2015-1-29","260","불검출","불검출","적합"
"23","활꼬막(새꼬막)","사가현","2015-1-29","4,880","불검출","불검출","적합"
"24","냉장갈치","나가사키현","2015-1-29","3,248","불검출","불검출","적합"
"25","냉장민어(수조기)","가가와현","2015-1-29","989","불검출","불검출","적합"
"26","냉장돔(황돔)","나가사키현","2015-1-29","792","불검출","불검출","적합"
"27","냉장갈치","나가사키현","2015-1-29","470","불검출","불검출","적합"
"28","냉장준치","구마모토현","2015-1-29","350","불검출","불검출","적합"
"29","냉장준치","효고현","2015-1-29","1,008","불검출","불검출","적합"
"30","냉장갈치","효고현","2015-1-29","1,264","불검출","불검출","적합"
