"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","126","246,519","0","0","88","222,416","2","1,408","36","22,695"
"8.4","126","246,519","0","0","88","222,416","2","1,408","36","22,695"
"8.5","","","","","","","","","",""
"8.6","","","","","","","","","",""
"8.7","","","","","","","","","",""
"8.8","","","","","","","","","",""
