"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"95","기타주류","지바현","2014-05-13","168","불검출","불검출","적합"
"96","혼합제제","이바라키현","2014-06-23","510","불검출","불검출","적합"
"97","기타천연착향료","시가현","2014-07-17","300","불검출","불검출","적합"
"98","혼합제제","효고현","2014-07-14","17","불검출","불검출","적합"
"99","혼합제제","이바라키현","2014-06-23","250","불검출","불검출","적합"
"100","기타주류","지바현","2014-05-12","168","불검출","불검출","적합"
"101","혼합제제","효고현","2014-07-14","68","불검출","불검출","적합"
"102","혼합제제","효고현","2014-07-14","34","불검출","불검출","적합"
"103","혼합제제","오사카부","2014-07-17","500","불검출","불검출","적합"
"104","혼합제제","오사카부","2014-07-17","25","불검출","불검출","적합"
"105","리큐르","지바현","2014-05-01","168","불검출","불검출","적합"
"106","기타주류","지바현","2014-04-19","168","불검출","불검출","적합"
"107","기타주류","지바현","2014-05-13","168","불검출","불검출","적합"
"108","기타주류","지바현","2014-05-16","168","불검출","불검출","적합"
"109","기타가공품","이바라키현","2014-07-09","18,000","불검출","불검출","적합"
"110","복합조미식품","후쿠오카현","2014-06-26","150","불검출","불검출","적합"
"111","과자(스낵과자)","아이치현","2014-06-18","136.8","불검출","불검출","적합"
"112","기타가공품","지바현","2014-05-02","62.5","불검출","불검출","적합"
"113","과자(비스킷)","니가타현","2014-06-23","168","불검출","불검출","적합"
"114","과자(스낵과자)","니가타현","2014-06-25","200","불검출","불검출","적합"
"115","기타가공품","지바현","2014-05-08","96","불검출","불검출","적합"
"116","과자(스낵과자)","니가타현","2014-07-18","561","불검출","불검출","적합"
"117","과자(스낵과자)","니가타현","2014-07-12","255","불검출","불검출","적합"
"118","볶은커피","미에현","2014-05-30","240","불검출","불검출","적합"
"119","캔디류(양갱)","아이치현","2014-06-02","432","불검출","불검출","적합"
"120","혼합제제","효고현","2014-07-15","10","불검출","불검출","적합"
"121","혼합제제","효고현","2014-07-14","50","불검출","불검출","적합"
"122","기타천연착향료","효고현","2014-07-14","17","불검출","불검출","적합"
"123","혼합제제","효고현","2014-07-14","17","불검출","불검출","적합"
"124","혼합제제","효고현","2014-07-14","17","불검출","불검출","적합"
"125","혼합제제","효고현","2014-07-14","17","불검출","불검출","적합"
"126","혼합제제","효고현","2014-07-14","17","불검출","불검출","적합"
