"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"19","어묵","사가현","2014-07-01","720","불검출","불검출","적합"
"20","어묵","사가현","2014-07-01","2,261","불검출","불검출","적합"
"21","어묵","사가현","2014-07-01","720","불검출","불검출","적합"
"22","어묵","사가현","2014-07-01","720","불검출","불검출","적합"
"23","어묵","사가현","2014-02-01","720","불검출","불검출","적합"
"24","어묵","사가현","2014-07-01","792","불검출","불검출","적합"
"25","과자(스낵과자)","고치현","2014-06-23","22.8","불검출","불검출","적합"
"26","과자(스낵과자)","고치현","2014-06-17","24.6","불검출","불검출","적합"
"27","맥주","오이타현","2014-06-20","33,120","불검출","불검출","적합"
"28","소스류","히로시마현","2014-07-07","2,760","불검출","불검출","적합"
"29","혼합제제","시가현","2014-07-16","50","불검출","불검출","적합"
"30","침출차","시즈오카현","2014-07-02","100","불검출","불검출","적합"
"31","혼합제제","미에현","2014-07-15","105","불검출","불검출","적합"
"32","혼합제제","미에현","2014-06-02","72","불검출","불검출","적합"
"33","캔디류(사탕)","후쿠시마현","2014-02-27","538.2","불검출","불검출","적합"
"34","탄산음료","오사카부","2014-06-16","1,200","불검출","불검출","적합"
"35","혼합제제","이바라키현","2014-07-07","30","불검출","불검출","적합"
"36","탄산음료","오사카부","2014-06-21","600","불검출","불검출","적합"
"37","맥주","후쿠오카현","2014-06-17","151,040.4","불검출","불검출","적합"
"38","맥주","후쿠오카현","2014-06-18","87,300","불검출","불검출","적합"
"39","맥주","후쿠오카현","2014-06-28","157,140","불검출","불검출","적합"
"40","맥주","후쿠오카현","2014-06-02","52,380","불검출","불검출","적합"
"41","맥주","후쿠오카현","2014-06-11","51,828","불검출","불검출","적합"
"42","맥주","후쿠오카현","2014-06-01","20,200","불검출","불검출","적합"
"43","탄산칼슘","오카야마현","2014-07-11","16,500","불검출","불검출","적합"
"44","맥주","후쿠오카현","2014-07-01","68,700","불검출","불검출","적합"
"45","국수","히로시마현","2014-06-19","4,320","불검출","불검출","적합"
"46","국수","히로시마현","2014-06-19","1,440","불검출","불검출","적합"
"47","양조간장","지바현","2014-06-18","1,263.6","불검출","불검출","적합"
"48","양조간장","지바현","2014-05-26","4,212","불검출","불검출","적합"
"49","소스류","지바현","2014-06-10","1,161.12","불검출","불검출","적합"
"50","소스류","지바현","2014-06-13","77.04","불검출","불검출","적합"
"51","소스류","군마현","2014-05-28","72","불검출","불검출","적합"
"52","소스류","지바현","2014-05-15","309.6","불검출","불검출","적합"
"53","소스류","지바현","2014-06-19","3,000","불검출","불검출","적합"
"54","소스류","지바현","2014-06-14","231.12","불검출","불검출","적합"
"55","소스류","지바현","2014-06-27","1,035","불검출","불검출","적합"
"56","혼합제제","가나가와현","2014-06-30","5","불검출","불검출","적합"
"57","건어포류","에히메현","2014-06-05","540","불검출","불검출","적합"
"58","청주","효고현","2014-01-22","18,234","불검출","불검출","적합"
"59","청주","효고현","2014-05-23","216","불검출","불검출","적합"
"60","혼합제제","시가현","2014-07-16","30","불검출","불검출","적합"
"61","기타천연착향료","효고현","2014-07-14","34","불검출","불검출","적합"
"62","즉석조리식품","나가노현","2014-06-11","1,382.4","불검출","불검출","적합"
"63","볶은커피","오사카부","2014-06-13","1,382.4","불검출","불검출","적합"
"64","곡류가공품","사이타마현","2014-04-26","4.21","불검출","불검출","적합"
"65","혼합제제","오카야마현","2014-07-09","30","불검출","불검출","적합"
"66","과자(비스킷)","이바라키현","2014-05-22","301.6","불검출","불검출","적합"
"67","혼합제제","효고현","2014-07-15","17","불검출","불검출","적합"
"68","혼합제제","효고현","2014-07-15","51","불검출","불검출","적합"
