"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","464","1,263,763","7","6,920","349","1,158,249","2","7,015","106","91,578"
"5.30","148","151,361","0","0","108","132,889","1","7,000","39","11,472"
"5.31","84","292,397","0","0","55","264,425","0","0","29","27,972"
"6.1","130","309,067","0","0","114","290,013","0","0","16","19,054"
"6.2","102","510,938","7","6,920","72","470,922","1","15","22","33,080"
"","","","","","","","","","",""
