"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"48","혼합제제","시가현","2016-04-26","75","불검출","불검출","적합"
"49","기타천연착향료","오사카부","2016-04-28","17","불검출","불검출","적합"
"50","기타천연착향료","오사카부","2016-04-28","142","불검출","불검출","적합"
"51","당류가공품","시즈오카현","2016-04-20","25,500","불검출","불검출","적합"
"52","소스류","아이치현","2016-05-09","10,260","불검출","불검출","적합"
"53","기타가공품","훗카이도","2015-12-15","250","불검출","불검출","적합"
"54","소스류","도치기현","2016-04-24","864","불검출","불검출","적합"
"55","캔디류(사탕)","아이치현","2016-05-11","1,920","불검출","불검출","적합"
"56","소주","가고시마현","2016-04-05","173","불검출","불검출","적합"
"57","갈색설탕","오사카부","2016-03-11","600","불검출","불검출","적합"
"58","L-멘톨","효고현","2016-03-25","62","불검출","불검출","적합"
"59","청주","돗토리현","2016-04-08","43","불검출","불검출","적합"
"60","과자(스낵과자)","미에현","2016-05-04","1,440","불검출","불검출","적합"
"61","기타가공품","아키타현","2016-03-11","240","불검출","불검출","적합"
"62","장류절임","도치기현","2016-05-10","160","불검출","불검출","적합"
"63","볶은커피","효고현","2016-04-27","76","불검출","불검출","적합"
"64","산화마그네슘","도쿠시마현","2016-04-08","2,000","불검출","불검출","적합"
"65","기타천연착향료","오사카부","2015-05-13","46","불검출","불검출","적합"
"66","캔디류(사탕)","아이치현","2016-05-11","1,800","불검출","불검출","적합"
"67","청주","효고현","2016-04-27","240","불검출","불검출","적합"
"68","기타주류","히로시마현","2016-04-15","94,172","불검출","불검출","적합"
"69","호박산이나트륨","효고현","2016-01-27","14,400","불검출","불검출","적합"
"70","기타천연착향료","오사카부","2016-04-28","17","불검출","불검출","적합"
"71","복합조미식품","에히메현","2016-05-06","1,000","불검출","불검출","적합"
"72","청국장","미에현","2016-05-10","6,480","불검출","불검출","적합"
"73","청주","도치기현","2015-12-18","259","불검출","불검출","적합"
"74","자당지방산에스테르","미에현","2016-02-24","3,600","불검출","불검출","적합"
"75","기타주류","히로시마현","2016-04-13","76","불검출","불검출","적합"
"76","카레분","사이타마현","2016-04-04","800","불검출","불검출","적합"
"77","소스류","도치기현","2016-04-25","480","불검출","불검출","적합"
"78","소스류","히로시마현","2016-03-29","3,024","불검출","불검출","적합"
"79","알긴산나트륨","와카야마현","2016-03-14","40","불검출","불검출","적합"
"80","혼합제제","고치현","2016-05-20","300","불검출","불검출","적합"
"81","장류절임","도치기현","2016-05-10","154","불검출","불검출","적합"
