"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","99,547","-","-","-"
"1","활전복","나가사키현","2016-06-01","240","불검출","불검출","적합"
"2","냉동방어
(F,포장횟감)","나가사키현","2016-06-01","15,139","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2016-06-01","10,520","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-06-01","7,100","불검출","불검출","적합"
"5","활가리비","홋카이도","2016-06-01","7,000","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-06-01","7,000","불검출","불검출","적합"
"7","활가리비","홋카이도","2016-06-01","7,000","불검출","불검출","적합"
"8","활가리비","홋카이도","2016-06-01","7,000","불검출","불검출","적합"
"9","냉동다랑어
(가다랑어,자숙,F)","시즈오카현","2016-06-02","50","불검출","불검출","적합"
"10","활게(참게)","야마구치현","2016-06-01","354","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-06-01","1,680","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-06-01","273","불검출","불검출","적합"
"13","냉장대구","홋카이도","2016-06-01","370","불검출","불검출","적합"
"14","냉장대구","홋카이도","2016-06-01","352","불검출","불검출","적합"
