"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","57,561","-","-","-"
"1","활돔(참돔)","에히메현","2016-05-30","3,714","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2016-05-30","5,472","불검출","불검출","적합"
"3","냉장병어","효고현","2016-05-30","200","불검출","불검출","적합"
"4","냉장명태","홋카이도","2016-05-30","3,528","불검출","불검출","적합"
"5","냉장대구","홋카이도","2016-05-30","610","불검출","불검출","적합"
"6","냉장대구","홋카이도","2016-05-30","226","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-05-30","3,540","불검출","불검출","적합"
"8","냉장대구","홋카이도","2016-05-30","216","불검출","불검출","적합"
"9","냉장대구","홋카이도","2016-05-30","610","불검출","불검출","적합"
"10","냉장갈치","히로시마현","2016-05-30","390","불검출","불검출","적합"
"11","냉장갈치","에히메현","2016-05-30","170","불검출","불검출","적합"
"12","냉동돔(참돔)","나가사키현","2016-05-30","24,750","불검출","불검출","적합"
"13","활해삼","니가타현","2016-05-30","2,495","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-05-30","1,332","불검출","불검출","적합"
