"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","74,364.5","-","-","-"
"1","활돔(참돔)","에히메현","2016-05-31","4,905","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2016-05-31","21,022","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-05-31","14,000","불검출","불검출","적합"
"4","마른멸치","히로시마현","2016-05-31","4,073.5","불검출","불검출","적합"
"5","마른멸치","나가사키현","2016-05-31","477","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-05-31","6,987","불검출","불검출","적합"
"7","활장어(먹장어)","나가사키현","2016-05-31","1,999","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-05-31","4,117","불검출","불검출","적합"
"9","냉장대구","홋카이도","2016-05-31","204","불검출","불검출","적합"
"10","냉장돔(황돔)","야마구치현","2016-05-31","185","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2016-05-31","1,998","불검출","불검출","적합"
"12","냉장갈치","히로시마현","2016-05-31","190","불검출","불검출","적합"
"13","냉장갈치","야마구치현","2016-05-31","460","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-05-31","1,428","불검출","불검출","적합"
