"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","111,061.6","-","-","-"
"1","구운김","사가현","2016-07-27","99.6","불검출","불검출","적합"
"2","활백합
(비너스백합)","홋카이도","2016-07-27","5,480","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-07-27","6,973","불검출","불검출","적합"
"4","냉동돔(참돔)","나가사키현","2016-07-27","10,320","불검출","불검출","적합"
"5","냉동갈치","나가사키현","2016-07-27","13,363","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-07-27","3,835","불검출","불검출","적합"
"7","냉장홍어","홋카이도","2016-07-27","7,660","불검출","불검출","적합"
"8","냉장가오리","야마구치현","2016-07-27","90","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-07-27","2,379","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2016-07-27","11,452","불검출","불검출","적합"
"11","활가리비","홋카이도","2016-07-27","7,873","불검출","불검출","적합"
"12","활가리비","홋카이도","2016-07-27","7,188","불검출","불검출","적합"
"13","냉장준치","구마모토현","2016-07-27","273","불검출","불검출","적합"
"14","냉장갈치","에히메현","2016-07-27","110","불검출","불검출","적합"
"15","냉장갈치","오이타현","2016-07-27","370","불검출","불검출","적합"
"16","냉장갈치","효고현","2016-07-27","280","불검출","불검출","적합"
