"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","53,692","-","-","-"
"1","마른다랑어
(가다랑어,훈제)","가고시마현","2016-07-28","10,800","불검출","불검출","적합"
"2","활돔(참돔)","구마모토현","2016-07-28","5,898","불검출","불검출","적합"
"3","활돔(참돔)","구마모토현","2016-07-28","16,175","불검출","불검출","적합"
"4","활가리비","홋카이도","2016-07-28","7,440","불검출","불검출","적합"
"5","활돔(벵에돔)","사가현","2016-07-28","1,260","불검출","불검출","적합"
"6","냉장갈치","와카야마현","2016-07-28","1,377","불검출","불검출","적합"
"7","냉장돔(황돔)","후쿠오카현","2016-07-28","85","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-07-28","1,380","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2016-07-28","760","불검출","불검출","적합"
"10","냉장갈치","와카야마현","2016-07-28","872","불검출","불검출","적합"
"11","냉장갈치","오이타현","2016-07-28","345","불검출","불검출","적합"
"12","냉장돔(황돔)","나가사키현","2016-07-28","150","불검출","불검출","적합"
"13","냉장갈치","에히메현","2016-07-28","60","불검출","불검출","적합"
"14","활가리비","홋카이도","2016-07-28","7,090","불검출","불검출","적합"
