"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"22","조미건어포류","훗카이도","2014-07-01","5.2","불검출","불검출","적합"
"23","조미건어포류","후쿠오카현","2014-06-24","3.4","불검출","불검출","적합"
"24","청주","효고현","2014-07-02","108","불검출","불검출","적합"
"25","청주","구마모토현","2014-07-07","648","불검출","불검출","적합"
"26","청주","효고현","2014-07-11","216","불검출","불검출","적합"
"27","청주","효고현","2014-07-09","86.4","불검출","불검출","적합"
"28","청주","효고현","2014-05-09","345.6","불검출","불검출","적합"
"29","과.채가공품","오카야마현","2014-06-26","200","불검출","불검출","적합"
"30","조미건어포류","아오모리현","2014-07-03","3.5","불검출","불검출","적합"
"31","조미건어포류","아오모리현","2014-07-03","12.7","불검출","불검출","적합"
"32","조미건어포류","훗카이도","2014-07-01","4.7","불검출","불검출","적합"
"33","맥주","이바라키현","2014-07-14","2,772","불검출","불검출","적합"
"34","맥주","이바라키현","2014-07-17","554.4","불검출","불검출","적합"
"35","맥주","이바라키현","2014-07-17","1,108.8","불검출","불검출","적합"
"36","맥주","이바라키현","2014-07-16","1,108.8","불검출","불검출","적합"
"37","맥주","이바라키현","2014-07-14","1,108.8","불검출","불검출","적합"
"38","혼합제제","군마현","2014-07-16","300","불검출","불검출","적합"
"39","캔디류(젤리)","교토부","2014-07-09","654.14","불검출","불검출","적합"
"40","캔디류(젤리)","아이치현","2014-07-15","998.2","불검출","불검출","적합"
"41","캔디류(젤리)","아이치현","2014-07-15","998.2","불검출","불검출","적합"
"42","캔디류(젤리)","아이치현","2014-07-15","998.2","불검출","불검출","적합"
"43","캔디류(젤리)","아이치현","2014-07-15","998.2","불검출","불검출","적합"
"44","캔디류(젤리)","아이치현","2014-07-15","998.2","불검출","불검출","적합"
"45","과자(비스킷)","도쿠시마현","2014-03-21","450","불검출","불검출","적합"
"46","과자(한과류)","도쿠시마현","2014-04-16","330","불검출","불검출","적합"
"47","두류가공품","나가노현","2014-06-26","11,988","불검출","불검출","적합"
"48","청주","구마모토현","2014-07-16","440.64","불검출","불검출","적합"
"49","청주","시즈오카현","2014-07-10","477.6","불검출","불검출","적합"
"50","고형차","시즈오카현","2014-07-02","360","불검출","불검출","적합"
"51","침출차","시마네현","2014-07-11","44.8","불검출","불검출","적합"
"52","혼합제제","효고현","2014-07-23","17","불검출","불검출","적합"
"53","혼합제제","효고현","2014-07-24","34","불검출","불검출","적합"
"54","시클로덱스트린시럽","오사카부","2014-05-09","1,000","불검출","불검출","적합"
"55","로진","오사카부","2014-06-21","300","불검출","불검출","적합"
"56","효모추출물제품","오이타현","2014-01-16","100","불검출","불검출","적합"
"57","효모추출물","오이타현","2014-05-13","100","불검출","불검출","적합"
"58","효모추출물제품","오이타현","2014-04-25","100","불검출","불검출","적합"
"59","혼합제제","히로시마현","2014-07-08","200","불검출","불검출","적합"
"60","혼합제제","사이타마현","2014-07-09","70","불검출","불검출","적합"
"61","혼합제제","사이타마현","2014-07-17","80","불검출","불검출","적합"
"62","혼합제제","사이타마현","2014-07-17","70","불검출","불검출","적합"
"63","혼합제제","사이타마현","2013-10-11","56","불검출","불검출","적합"
"64","혼합제제","사이타마현","2014-07-17","48","불검출","불검출","적합"
"65","혼합제제","사이타마현","2013-10-11","40","불검출","불검출","적합"
"66","혼합제제","사이타마현","2014-07-17","104","불검출","불검출","적합"
"67","혼합제제","사이타마현","2013-10-10","80","불검출","불검출","적합"
"68","혼합제제","사이타마현","2013-11-18","42","불검출","불검출","적합"
"69","커피/건조","콜롬비아","2013-11-10","700","불검출","불검출","적합"
"70","국수","구마모토현","2014-07-01","92.63","불검출","불검출","적합"
"71","국수","구마모토현","2014-06-26","95.98","불검출","불검출","적합"
