"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","13건","-","-","23,527","-","-","-"
"1","활게(왕게)","홋카이도","2014-8-12","4,323","불검출","불검출","적합"
"2","냉장돔(황돔)","야마구치현","2014-8-12","70","불검출","불검출","적합"
"3","냉장명태","홋카이도","2014-8-12","900","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2014-8-12","1,154","불검출","불검출","적합"
"5","냉장갈치","오이타현","2014-8-12","230","불검출","불검출","적합"
"6","냉장명태","홋카이도","2014-8-12","2,782","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2014-8-12","1,600","불검출","불검출","적합"
"8","냉장갈치","와카야마현","2014-8-12","776","불검출","불검출","적합"
"9","냉장홍어","야마구치현","2014-8-12","372","불검출","불검출","적합"
"10","활가리비","홋카이도","2014-8-12","7,549","불검출","불검출","적합"
"11","활돔(벵에돔)","오이타현","2014-8-12","1,446","불검출","불검출","적합"
"12","활장어(먹장어)","나가사키현","2014-8-12","740","불검출","불검출","적합"
"13","활장어(붕장어)","후쿠오카현","2014-8-12","1,585","불검출","불검출","적합"
