"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","","171  617,614","0","0","","110  580,062","1","233","60","37,319"
"6.2","64","475,029","0","0","45","462,990","1","233","18","11,806"
"6.3","58","30,183","0","0","34","27,040","0","0","24","3,143"
"6.5","49","112,402","0","0","31","90,032","0","0","18","22,370"
