"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:100Bq/kg)","판정"
"51","청주","군마현","2019-06-20","121","불검출","불검출","적합"
"52","빵류","야마나시현","2019-07-04","122","불검출","불검출","적합"
"53","과자","이바라키현","2019-06-17","238","불검출","불검출","적합"
"54","소주","구마모토현","2019-06-25","173","불검출","불검출","적합"
"55","청주","니가타현","2019-05-08","173","불검출","불검출","적합"
"56","청주","야마가타현","2019-06-11","144","불검출","불검출","적합"
"57","청주","교토부","2019-03-15","1,296","불검출","불검출","적합"
"58","청주","아이치현","2019-07-03","173","불검출","불검출","적합"
"59","청주","히로시마현","2019-06-12","778","불검출","불검출","적합"
"60","소주","오이타현","2019-05-11","86","불검출","불검출","적합"
"61","소주","미야자키현","2019-05-14","108","불검출","불검출","적합"
"62","복합조미식품","훗카이도","2019-04-19","18","불검출","불검출","적합"
"63","캔디류","아이치현","2019-06-03","283","불검출","불검출","적합"
"64","캔디류","나라현","2019-06-11","3,744","불검출","불검출","적합"
"65","청주","효고현","2019-07-02","21,600","불검출","불검출","적합"
"66","캔디류","나라현","2019-06-21","126","불검출","불검출","적합"
"67","청주","효고현","2019-06-04","2,160","불검출","불검출","적합"
"68","청주","효고현","2019-06-26","8,100","불검출","불검출","적합"
"69","소스","훗카이도","2019-05-09","3,200","불검출","불검출","적합"
"70","된장","훗카이도","2019-06-12","320","불검출","불검출","적합"
"71","소스","훗카이도","2019-06-16","72","불검출","불검출","적합"
"72","즉석조리식품","훗카이도","2019-06-24","208","불검출","불검출","적합"
"73","기타 수산물가공품","훗카이도","2019-06-27","108","불검출","불검출","적합"
"74","기타 어육가공품","훗카이도","2019-06-26","72","불검출","불검출","적합"
"75","과자","이바라키현","2019-06-20","99","불검출","불검출","적합"
"76","청주","이와테현","2019-03-01","415","불검출","불검출","적합"
"77","청주","이와테현","2019-03-13","829","불검출","불검출","적합"
"78","청주","이와테현","2019-03-08","207","불검출","불검출","적합"
"79","청주","교토부","2019-04-03","360","불검출","불검출","적합"
"80","양조간장","효고현","2019-06-26","14,742","불검출","불검출","적합"
"81","양조간장","효고현","2019-06-04","15,198","불검출","불검출","적합"
"82","양조간장","효고현","2019-06-13","13,799","불검출","불검출","적합"
"83","혼합제제","히로시마현","2019-06-27","250","불검출","불검출","적합"
"84","혼합음료","군마현","2019-06-22","50,880","불검출","불검출","적합"
"85","소스","야마가타현","2019-07-03","500","불검출","불검출","적합"
