"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:100Bq/kg)","판정"
"15","합성향료","오카야마현","2019-07-01","15","불검출","불검출","적합"
"16","합성향료","오카야마현","2019-07-02","60","불검출","불검출","적합"
"17","기타천연착향료","오카야마현","2019-06-28","150","불검출","불검출","적합"
"18","합성향료","오카야마현","2019-07-02","60","불검출","불검출","적합"
"19","기타천연착향료","오카야마현","2019-07-04","15","불검출","불검출","적합"
"20","합성향료","오카야마현","2019-06-28","300","불검출","불검출","적합"
"21","혼합제제","오카야마현","2019-07-02","840","불검출","불검출","적합"
"22","소스","나가노현","2019-05-20","12","불검출","불검출","적합"
"23","혼합제제","오사카부","2019-06-18","150","불검출","불검출","적합"
"24","청주","기후현","2019-06-19","52","불검출","불검출","적합"
"25","소주","가고시마현","2019-05-31","184","불검출","불검출","적합"
"26","청주","히로시마현","2019-06-20","130","불검출","불검출","적합"
"27","청주","효고현","2019-06-25","138","불검출","불검출","적합"
"28","청주","도야마현","2019-05-22","108","불검출","불검출","적합"
"29","빵류","야마나시현","2019-07-02","133","불검출","불검출","적합"
"30","빵류","야마나시현","2019-07-01","511","불검출","불검출","적합"
"31","빵류","야마나시현","2019-07-01","153","불검출","불검출","적합"
"32","빵류","야마나시현","2019-07-02","234","불검출","불검출","적합"
"33","빵류","야마나시현","2019-07-05","81","불검출","불검출","적합"
"34","빵류","야마나시현","2019-06-24","97","불검출","불검출","적합"
"35","혼합제제","미에현","2019-07-02","150","불검출","불검출","적합"
"36","청주","도치기현","2019-06-19","140","불검출","불검출","적합"
"37","청주","도야마현","2019-06-30","173","불검출","불검출","적합"
"38","소주","오이타현","2019-05-27","175","불검출","불검출","적합"
"39","청주","후쿠이현","2019-06-21","335","불검출","불검출","적합"
"40","침출차","교토부","2019-07-10","12","불검출","불검출","적합"
"41","침출차","교토부","2019-07-10","3","불검출","불검출","적합"
"42","고형차","후쿠오카현","2019-07-10","24","불검출","불검출","적합"
"43","고형차","후쿠오카현","2019-07-10","48","불검출","불검출","적합"
"44","음료베이스","도야마현","2018-09-11","418","불검출","불검출","적합"
"45","혼합장","나가노현","2019-06-26","4,000","불검출","불검출","적합"
"46","복합조미식품","군마현","2019-06-04","3,600","불검출","불검출","적합"
"47","혼합장","나가노현","2019-06-21","4,000","불검출","불검출","적합"
"48","혼합장","나가노현","2019-06-21","1,500","불검출","불검출","적합"
"49","빵류","돗토리현","2019-06-06","103","불검출","불검출","적합"
