"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장명태","홋카이도","2016-12-30","5,000","불검출","불검출","적합"
"18","냉장명태","홋카이도","2016-12-30","2,160","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-12-30","8,300","불검출","불검출","적합"
"20","냉장명태","홋카이도","2016-12-30","2,170","불검출","불검출","적합"
"21","냉장명태","홋카이도","2016-12-30","8,300","불검출","불검출","적합"
"22","냉장갈치","야마구치현","2016-12-30","190","불검출","불검출","적합"
"23","냉장돔(황돔)","야마구치현","2016-12-30","85","불검출","불검출","적합"
"24","냉장명태","홋카이도","2016-12-30","7,878","불검출","불검출","적합"
"25","냉장대구","홋카이도","2016-12-30","1,260","불검출","불검출","적합"
"26","냉장돔(참돔)","야마구치현","2016-12-30","235","불검출","불검출","적합"
"27","냉장명태","홋카이도","2016-12-30","4,342","불검출","불검출","적합"
"28","냉장홍어","홋카이도","2016-12-30","468","불검출","불검출","적합"
"29","냉장홍어","홋카이도","2016-12-30","4,751","불검출","불검출","적합"
"30","냉장명태","홋카이도","2016-12-30","7,500","불검출","불검출","적합"
"31","활우렁쉥이","홋카이도","2016-12-30","6,938","불검출","불검출","적합"
"32","활우렁쉥이","홋카이도","2016-12-30","8,959","불검출","불검출","적합"
"33","활우렁쉥이","홋카이도","2016-12-30","8,973","불검출","불검출","적합"
"34","활우렁쉥이","홋카이도","2016-12-30","9,377","불검출","불검출","적합"
