"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","208","","896,123","","",""
"1","혼합제제","가나가와현","2016-12-07","500","불검출","불검출","적합"
"2","소스류","히로시마현","2016-11-16","1,967","불검출","불검출","적합"
"3","캔디류(젤리)","아이치현","2016-11-16","5,175","불검출","불검출","적합"
"4","소스류","히로시마현","2016-09-21","90","불검출","불검출","적합"
"5","어묵","사가현","2016-09-01","600","불검출","불검출","적합"
"6","혼합제제","도쿄도","2016-12-16","52","불검출","불검출","적합"
"7","혼합제제","도쿄도","2016-12-13","72","불검출","불검출","적합"
"8","과자(스낵과자)","아이치현","2016-12-06","238","불검출","불검출","적합"
"9","소스류","군마현","2016-11-07","909","불검출","불검출","적합"
"10","양파/신선,냉장","훗카이도","2016-12-13","240,000","불검출","불검출","적합"
"11","장류절임","아오모리현","2016-10-01","84","불검출","불검출","적합"
"12","청주","와카야마현","2016-12-14","324","불검출","불검출","적합"
