"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"15","캔디류","아이치현","2018-09-04","432","불검출","불검출","적합"
"16","캔디류","후쿠시마현","2018-08-22","176","불검출","불검출","적합"
"17","캔디류","후쿠시마현","2018-08-28","274","불검출","불검출","적합"
"18","캔디류","미에현","2018-09-07","127","불검출","불검출","적합"
"19","캔디류","아이치현","2018-10-16","1,440","불검출","불검출","적합"
"20","캔디류","아이치현","2018-10-15","240","불검출","불검출","적합"
"21","캔디류","아이치현","2018-10-16","1,080","불검출","불검출","적합"
"22","캔디류","아이치현","2018-10-16","300","불검출","불검출","적합"
"23","캔디류","아이치현","2018-09-18","2,080","불검출","불검출","적합"
"24","과자","아이치현","2018-10-03","119","불검출","불검출","적합"
"25","빵류","나가노현","2018-10-02","144","불검출","불검출","적합"
"26","캔디류","나가노현","2018-10-02","686","불검출","불검출","적합"
"27","과자","아이치현","2018-09-28","280","불검출","불검출","적합"
"28","과자","아이치현","2018-09-28","300","불검출","불검출","적합"
"29","소스","가나가와현","2018-08-30","3","불검출","불검출","적합"
"30","소스","가나가와현","2018-09-18","4","불검출","불검출","적합"
"31","소스","가나가와현","2018-09-10","4","불검출","불검출","적합"
"32","과자","아이치현","2018-10-03","119","불검출","불검출","적합"
"33","소스","가나가와현","2018-09-18","11","불검출","불검출","적합"
"34","과·채가공품","오카야마현","2018-09-10","802","불검출","불검출","적합"
"35","과자","니가타현","2018-09-27","102","불검출","불검출","적합"
"36","소스","히로시마현","2018-09-14","1,946","불검출","불검출","적합"
"37","소스","나가사키현","2018-10-03","2,929","불검출","불검출","적합"
"38","소스","나가사키현","2018-08-22","1,157","불검출","불검출","적합"
"39","카레(커리)","니가타현","2018-08-30","792","불검출","불검출","적합"
"40","카레(커리)","니가타현","2018-09-08","792","불검출","불검출","적합"
"41","향신료조제품","사이타마현","2018-09-14","558","불검출","불검출","적합"
"42","향신료조제품","사이타마현","2018-09-08","344","불검출","불검출","적합"
"43","소스","시즈오카현","2018-09-21","1,620","불검출","불검출","적합"
"44","과자","훗카이도","2018-09-28","276","불검출","불검출","적합"
"45","과자","아이치현","2018-09-18","797","불검출","불검출","적합"
"46","청주","효고현","2018-08-29","162","불검출","불검출","적합"
"47","양조간장","후쿠오카현","2018-10-02","14,261","불검출","불검출","적합"
