"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동명태(F)","러시아","2018-11-06","19,800","적합","적합","적합"
"2","냉동명태(F)","러시아","2018-11-06","52,952","적합","적합","적합"
"3","냉동가자미(각시가자미)","러시아","2018-11-06","21,600","적합","적합","적합"
"4","냉동꽁치","대만","2018-11-06","44,620","적합","적합","적합"
"5","냉동명태(F)","러시아","2018-11-06","24,000","적합","적합","적합"
"6","냉동꽁치","대만","2018-11-06","84,006","적합","적합","적합"
"7","냉동꽁치","대만","2018-11-06","44,549","적합","적합","적합"
"8","냉동가자미(각시가자미)","미국","2018-11-06","18,000","적합","적합","적합"
"9","냉동명태(F)","러시아","2018-11-06","15,950","적합","적합","적합"
"10","냉동가자미(각시가자미)","러시아","2018-11-06","22,050","적합","적합","적합"
"합계","","-","-","347,527","-","-","-"
