"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","106,188","-","-","-"
"1","활돔(참돔)","에히메현","2016-08-23","5,028","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2016-08-23","14,685","불검출","불검출","적합"
"3","활돔(참돔)","나가사키현","2016-08-23","3,936","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2016-08-23","3,807","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2016-08-23","5,714","불검출","불검출","적합"
"6","활돔(쥐돔)","나가사키현","2016-08-23","978","불검출","불검출","적합"
"7","활돔(쥐돔)","나가사키현","2016-08-23","1,992","불검출","불검출","적합"
"8","활돔(참돔)","구마모토현","2016-08-23","11,552","불검출","불검출","적합"
"9","활장어(먹장어)","나가사키현","2016-08-23","1,661","불검출","불검출","적합"
"10","활가리비","홋카이도","2016-08-23","6,947","불검출","불검출","적합"
"11","활가리비","홋카이도","2016-08-23","7,267","불검출","불검출","적합"
"12","활가리비","홋카이도","2016-08-23","7,277","불검출","불검출","적합"
"13","활우렁쉥이","홋카이도","2016-08-23","8,980","불검출","불검출","적합"
"14","냉장갈치","후쿠오카현","2016-08-23","585","불검출","불검출","적합"
"15","냉장갈치","오이타현","2016-08-23","275","불검출","불검출","적합"
"16","냉장돔(참돔)","야마구치현","2016-08-23","300","불검출","불검출","적합"
"17","냉장돔(황돔)","나가사키현","2016-08-23","272","불검출","불검출","적합"
